,hour,day,month,KHOU_temp,KHOU_dewpoint,COAST
35645,20,7,1,287.5,273.75,10139.6413682102
35646,21,7,1,288.75,273.75,10093.0957425895
35647,22,7,1,288.25,274.75,9982.47749740305
35648,23,7,1,286.25,275.25,9684.27031272951
35649,0,1,1,285.25,276.25,9365.1413
35650,1,1,1,284.25,276.25,9117.20663635135
35651,2,1,1,282.25,276.25,8927.04288680162
35652,3,1,1,282.25,276.25,8829.52695095226
35653,4,1,1,281.25,276.25,8799.07631318808
35654,5,1,1,281.25,277.25,8868.19205482386
35655,6,1,1,280.25,276.25,9012.05379950855
35656,7,1,1,280.25,277.25,9248.44672726564
35657,8,1,1,281.25,278.25,9351.3424018772
35658,9,1,1,281.25,278.25,9414.09208885851
35659,10,1,1,282.25,279.25,9349.61898777592
35660,11,1,1,282.25,279.25,9190.68788092914
35661,12,1,1,282.25,279.25,9063.19904809754
35662,13,1,1,281.25,279.25,8920.07616094714
35663,14,1,1,285.25,280.25,8791.19650322518
35664,15,1,1,288.25,277.25,8712.76682331851
35665,16,1,1,290.25,279.25,8688.8562713807
35666,17,1,1,291.25,281.25,8742.81738399804
35667,18,1,1,292.25,281.25,8974.99409324896
35668,19,1,1,294.25,282.25,9631.32850976572
35669,20,1,1,295.25,282.25,9698.92034742134
35670,21,1,1,294.25,281.25,9549.6392450885
35671,22,1,1,293.25,282.25,9244.05726257094
35672,23,1,1,291.25,283.25,8760.81851692569
35673,0,2,1,290.25,285.25,8265.2913
35674,1,2,1,290.25,286.25,7897.31327691061
35675,2,2,1,288.75,286.25,7749.98494385289
35676,3,2,1,286.25,285.25,7663.57039471857
35677,4,2,1,286.25,285.25,7673.42150509513
35678,5,2,1,286.25,285.25,7934.76166866478
35679,6,2,1,285,284.5,8621.10218576239
35680,7,2,1,283.25,283.25,9519.39524311297
35681,8,2,1,283.5,282.75,9713.90682350632
35682,9,2,1,289.25,289.25,9661.12183757504
35683,10,2,1,289.25,288.25,9719.73630124744
35684,11,2,1,288.75,287.25,9795.13662893646
35685,12,2,1,287.25,286.25,9853.17734755258
35686,13,2,1,286.25,285.25,9793.60467588895
35687,14,2,1,288.25,284.25,9731.43288443469
35688,15,2,1,289.25,284.25,9630.06010833508
35689,16,2,1,290.75,284.75,9594.43517077525
35690,17,2,1,291.25,284.25,9701.09472921111
35691,18,2,1,289.25,282.25,10112.3744614412
35692,19,2,1,289.25,280.75,10680.9715154978
35693,20,2,1,289.25,279.25,10715.4762942966
35694,21,2,1,289.25,279.25,10603.9996603349
35695,22,2,1,288.75,277.75,10338.0853596307
35696,23,2,1,287.25,276.25,9913.22899462015
35697,0,3,1,286.25,275.25,9451.7171
35698,1,3,1,286.25,274.25,9159.95494323305
35699,2,3,1,285.25,274.25,9089.22363754256
35700,3,3,1,285.25,272.25,9122.44699708944
35701,4,3,1,284.25,270.25,9307.53118264061
35702,5,3,1,284.25,270.25,9630.57864932906
35703,6,3,1,282.25,269.25,10276.8684526493
35704,7,3,1,282.25,268.25,11085.7070833524
35705,8,3,1,281.25,265.25,11738.6579529392
35706,9,3,1,280.25,264.25,12213.633338572
35707,10,3,1,279.25,264.25,12744.0942097194
35708,11,3,1,278.25,264.25,13276.5476563474
35709,12,3,1,276.25,265.25,13626.8658800351
35710,13,3,1,274.25,268.25,13771.1148730466
35711,14,3,1,274.25,269.25,13834.0332905747
35712,15,3,1,273.25,269.75,13781.8861769382
35713,16,3,1,273.25,270.25,13719.4645734651
35714,17,3,1,273,270.25,13721.0448725502
35715,18,3,1,272.25,269.75,13886.6714131085
35716,19,3,1,272.25,268.25,14131.7807143958
35717,20,3,1,272.5,268,13895.5182642916
35718,21,3,1,272.75,267.75,13507.4687043358
35719,22,3,1,273.25,266.25,12941.0346876168
35720,23,3,1,274.25,266.25,12241.8138576167
35721,0,4,1,274.25,266.25,11716.4065
35722,1,4,1,274.25,266.25,11468.1214477832
35723,2,4,1,275.25,266.25,11409.8671571221
35724,3,4,1,275.25,266.25,11445.8955082532
35725,4,4,1,275.25,266.25,11516.7644747435
35726,5,4,1,275.25,265.25,11812.4482297798
35727,6,4,1,274.25,265.25,12526.969955337
35728,7,4,1,274.25,265.25,13457.1162569157
35729,8,4,1,274.25,265.25,13616.261321518
35730,9,4,1,273.25,265.25,13404.5698602255
35731,10,4,1,273.25,264.25,13187.8574314513
35732,11,4,1,272.25,265.25,12879.4495361197
35733,12,4,1,272.25,265.25,12602.8464158404
35734,13,4,1,272.25,265.25,12245.9458843536
35735,14,4,1,273.25,265.25,11845.2196486354
35736,15,4,1,274.25,264.25,11388.1982026289
35737,16,4,1,275.25,265.25,11110.2484169805
35738,17,4,1,275.25,264.25,11086.8615664932
35739,18,4,1,276.25,264.25,11550.5418598823
35740,19,4,1,278.25,264.25,12695.752352507
35741,20,4,1,278.25,264.25,13094.3680794853
35742,21,4,1,279.25,264.25,13124.695531794
35743,22,4,1,278.25,264.25,12866.5233902616
35744,23,4,1,276.25,264.25,12347.1606786951
35745,0,5,1,275.25,264.25,11856.3214
35746,1,5,1,274.25,265.25,11543.9224608961
35747,2,5,1,273.25,266.25,11472.9212613897
35748,3,5,1,272.25,266.25,11476.5077815916
35749,4,5,1,272.25,266.25,11567.3161332884
35750,5,5,1,271.25,266.25,11801.1261568358
35751,6,5,1,270.25,266.25,12383.3902465976
35752,7,5,1,270.25,266.25,13136.8461026254
35753,8,5,1,270.25,266.25,13009.5653480948
35754,9,5,1,271.25,266.25,12583.4862813364
35755,10,5,1,272.25,268.25,12292.5054901292
35756,11,5,1,274.25,270.25,11949.6348595666
35757,12,5,1,276.25,272.25,11409.9875211259
35758,13,5,1,278.25,274.25,10883.7928229703
35759,14,5,1,280.25,275.25,10572.053931837
35760,15,5,1,282.25,276.25,10318.7351444655
35761,16,5,1,284.25,277.25,10170.2819931123
35762,17,5,1,287.25,278.25,10222.9259703528
35763,18,5,1,287.25,279.25,10477.2408395546
35764,19,5,1,288.25,280.25,10936.5883928609
35765,20,5,1,287.25,280.25,10841.7777416792
35766,21,5,1,287.25,280.25,10627.2468728165
35767,22,5,1,287.25,281.25,10187.5530506843
35768,23,5,1,286.25,281.25,9628.78290664521
35769,0,6,1,286.25,282.25,9035.552
35770,1,6,1,286.25,282.25,8632.94600838896
35771,2,6,1,287.25,283.25,8381.92734904131
35772,3,6,1,287.25,284.25,8263.66427628303
35773,4,6,1,287.25,284.25,8250.13080614174
35774,5,6,1,287.25,284.25,8455.5343030746
35775,6,6,1,288.25,285.25,9084.74712740978
35776,7,6,1,288.25,285.25,9937.92234881905
35777,8,6,1,288.25,285.25,10013.8983844656
35778,9,6,1,288.25,285.25,9893.9048019983
35779,10,6,1,288.25,286.25,9865.60810048987
35780,11,6,1,288.25,286.25,9885.35416281889
35781,12,6,1,288.25,286.25,9847.06270670152
35782,13,6,1,289.25,287.25,9771.68751031271
35783,14,6,1,290.25,287.25,9751.92296938525
35784,15,6,1,292.25,288.25,9661.43947413164
35785,16,6,1,294.25,288.25,9543.90208708506
35786,17,6,1,294.25,288.25,9476.75625785679
35787,18,6,1,294.25,287.75,9541.90082647519
35788,19,6,1,294.25,287.25,9846.16746220086
35789,20,6,1,294.25,287.25,9735.56302471638
35790,21,6,1,293.5,287.25,9541.68997984275
35791,22,6,1,292.25,287.25,9287.7290029408
35792,23,6,1,292.25,287.25,8971.66935824353
35793,0,7,2,291.25,287.25,8490.5284
35794,1,7,2,291.25,287.25,8087.69257561541
35795,2,7,2,290.25,287.25,7802.65310382962
35796,3,7,2,290.25,287.25,7644.24728170425
35797,4,7,2,290.25,287.25,7582.52107492088
35798,5,7,2,290.25,287.25,7599.90105811039
35799,6,7,2,290.25,287.25,7746.12385469505
35800,7,7,2,290.25,288.25,8060.59157142847
35801,8,7,2,291.25,289.25,8277.304856032
35802,9,7,2,291.25,289.25,8565.36270969396
35803,10,7,2,291.25,289.25,8826.60301355315
35804,11,7,2,291.25,289.25,9035.85815959958
35805,12,7,2,291.25,289.25,9109.88869659601
35806,13,7,2,291.25,290.25,9074.90890852456
35807,14,7,2,292.25,290.25,9009.3102501371
35808,15,7,2,294.25,290.25,8956.2336422447
35809,16,7,2,295.25,290.25,8891.40878349733
35810,17,7,2,295.25,290.25,8885.38282680151
35811,18,7,2,296.25,291.25,9121.10697788619
35812,19,7,2,296.25,290.25,9553.76676587568
35813,20,7,2,296.25,290.25,9534.37933473559
35814,21,7,2,296.25,291.25,9453.02180880058
35815,22,7,2,295.25,291.25,9223.96880110377
35816,23,7,2,294.25,291.25,8880.11909064655
35817,0,1,2,293.25,291.25,8480.7227
35818,1,1,2,293.25,291.25,8101.29484946829
35819,2,1,2,293.25,291.25,7821.69045130596
35820,3,1,2,293.25,291.25,7621.5008982796
35821,4,1,2,293.25,292.25,7520.46915302698
35822,5,1,2,293.25,292.25,7430.47097690391
35823,6,1,2,293.25,292.25,7485.80937169815
35824,7,1,2,293.25,292.25,7684.89696223423
35825,8,1,2,293.25,292.25,7837.29213989127
35826,9,1,2,292.25,292.25,8107.81502080308
35827,10,1,2,292.25,291.25,8436.75611948184
35828,11,1,2,292.25,292.25,8710.5098772247
35829,12,1,2,292.25,292.25,8935.08279101899
35830,13,1,2,293.25,292.25,9195.67048051258
35831,14,1,2,293.75,292.25,9459.79342269036
35832,15,1,2,289.75,287.75,9686.77874235346
35833,16,1,2,286,284.75,9993.5376755672
35834,17,1,2,283.25,282,10310.118118955
35835,18,1,2,281.25,279.25,10615.5343722332
35836,19,1,2,280.25,279.25,10917.7709125013
35837,20,1,2,279.75,278.25,10990.5875759096
35838,21,1,2,279.25,277.25,10983.378368397
35839,22,1,2,278.75,276.75,10891.8021603086
35840,23,1,2,278.25,276.25,10466.065976256
35841,0,2,2,279.25,276.25,9970.6056
35842,1,2,2,279.25,276.25,9647.95772290755
35843,2,2,2,279.25,276.25,9520.03913285243
35844,3,2,2,279.25,276.25,9491.53545972426
35845,4,2,2,278.25,276.25,9564.97752234587
35846,5,2,2,278.25,276.25,9896.04151299852
35847,6,2,2,278.25,276.25,10646.0092753235
35848,7,2,2,278.25,276.25,11652.3567212406
35849,8,2,2,277.25,276.25,11905.5518301718
35850,9,2,2,277.25,276.25,11853.9219036942
35851,10,2,2,277.25,276.25,11956.2153815737
35852,11,2,2,277.25,276.25,11980.1845282066
35853,12,2,2,278.25,276.25,11846.0782462952
35854,13,2,2,278.25,276.25,11610.6549132384
35855,14,2,2,278.25,276.25,11388.9273885961
35856,15,2,2,279.25,277.25,11148.633650577
35857,16,2,2,279.25,277.25,10967.7371314456
35858,17,2,2,280.25,277.25,10920.2192676455
35859,18,2,2,280.75,277.25,11189.9629838507
35860,19,2,2,281.25,277.25,11733.2499646219
35861,20,2,2,282.25,278.25,11598.6661315032
35862,21,2,2,284.25,279.25,11331.0592171733
35863,22,2,2,284.25,279.25,10820.1573944551
35864,23,2,2,283.75,279.25,10101.2310016774
35865,0,3,2,282.25,279.25,9517.2499
35866,1,3,2,282.25,279.25,9127.65725488316
35867,2,3,2,282.25,279.25,8964.91421402235
35868,3,3,2,282.25,278.25,8889.42825328574
35869,4,3,2,282.25,278.25,8928.52929664578
35870,5,3,2,281.25,278.25,9211.19630763464
35871,6,3,2,281.25,279.25,9937.92926016973
35872,7,3,2,281.25,279.75,10909.139730818
35873,8,3,2,281.25,280.25,11092.1057255898
35874,9,3,2,281.25,280.25,10958.2645192894
35875,10,3,2,280.25,280.25,11024.0991905232
35876,11,3,2,281.25,280.25,11125.1026078483
35877,12,3,2,281.25,280.25,11080.5066536466
35878,13,3,2,281.25,280.25,11124.6815655592
35879,14,3,2,281.25,280.25,11131.8629103767
35880,15,3,2,282.25,281.25,10998.4020629536
35881,16,3,2,281.25,280.25,10748.0954122784
35882,17,3,2,282.25,281.25,10558.1294162333
35883,18,3,2,282.25,281.25,10772.414813779
35884,19,3,2,282.25,281.25,11265.2633402886
35885,20,3,2,282.25,281.25,11321.4887172482
35886,21,3,2,283.75,281.25,11161.9674699078
35887,22,3,2,284.25,281.25,10862.1362824442
35888,23,3,2,284.25,281.25,10309.0499174413
35889,0,4,2,283.25,281.25,9810.9545
35890,1,4,2,284.25,281.25,9527.90422365392
35891,2,4,2,282.5,280.25,9427.88574916818
35892,3,4,2,281.25,280.25,9440.67266441545
35893,4,4,2,281.25,279.25,9535.94190458024
35894,5,4,2,281.25,279.25,9846.7247196353
35895,6,4,2,281.25,279.25,10612.6389607853
35896,7,4,2,280.25,278.25,11641.3575238193
35897,8,4,2,280.25,278.25,11690.4081780843
35898,9,4,2,280.25,278.25,11548.7374828321
35899,10,4,2,279.25,277.25,11591.7726399515
35900,11,4,2,279.25,277.25,11617.1951084484
35901,12,4,2,279.25,277.25,11367.971622679
35902,13,4,2,279.25,277.25,10997.2322382735
35903,14,4,2,279.25,275.25,10764.0425644377
35904,15,4,2,279.25,274.75,10515.9424774621
35905,16,4,2,279.5,274.25,10357.7292396195
35906,17,4,2,280.25,274.25,10452.9381594157
35907,18,4,2,282.25,274.25,10882.729126121
35908,19,4,2,282.25,274.25,11885.0636279725
35909,20,4,2,284.25,274.25,12249.6056850737
35910,21,4,2,284.25,272.25,12244.5953120058
35911,22,4,2,284.25,272.25,11958.7169345635
35912,23,4,2,281.25,272.25,11329.4249595726
35913,0,5,2,280.25,271.25,10766.9699
35914,1,5,2,279.25,271.25,10461.3685773943
35915,2,5,2,278.25,271.25,10353.1884087823
35916,3,5,2,277.25,270.25,10361.2695417777
35917,4,5,2,277.25,270.25,10504.0908995214
35918,5,5,2,277.25,270.25,10934.7158508622
35919,6,5,2,277.25,270.25,11724.5918114477
35920,7,5,2,276.25,270.25,12845.1741481744
35921,8,5,2,276.25,270.25,13166.3530280676
35922,9,5,2,275.25,269.25,13050.1861935747
35923,10,5,2,275.25,269.25,13107.2449234232
35924,11,5,2,275.25,269.25,13027.0532327031
35925,12,5,2,275.25,269.25,12626.5337805563
35926,13,5,2,274.25,269.25,12395.9756367157
35927,14,5,2,275.25,269.25,12264.6298092229
35928,15,5,2,275.25,269.25,12116.3543572729
35929,16,5,2,276.25,270.25,12153.6399333758
35930,17,5,2,277.25,270.25,12309.5916111111
35931,18,5,2,277.25,270.25,12694.4729027758
35932,19,5,2,277.25,270.25,13411.704709137
35933,20,5,2,277.25,270.25,13456.3263943794
35934,21,5,2,277.25,270.25,13295.6972952267
35935,22,5,2,277.25,270.25,12807.5894542114
35936,23,5,2,276.25,270.25,12077.245101752
35937,0,6,2,275.25,270.25,11433.1289
35938,1,6,2,275.25,270.25,10993.2702274567
35939,2,6,2,275.25,270.25,10780.697696605
35940,3,6,2,275.25,270.25,10676.0763763721
35941,4,6,2,275.25,270.25,10698.3847553068
35942,5,6,2,275.25,270.25,10930.6316651372
35943,6,6,2,275.25,270.25,11650.3034940443
35944,7,6,2,275.25,270.25,12601.6568196882
35945,8,6,2,275.25,270.25,12730.222333481
35946,9,6,2,275.25,270.25,12553.8157889882
35947,10,6,2,275.25,270.25,12565.1236213342
35948,11,6,2,275.25,270.25,12566.9348507514
35949,12,6,2,275.25,270.25,12456.0156877304
35950,13,6,2,276.25,271.25,12318.2283226441
35951,14,6,2,276.25,270.5,12290.9072104043
35952,15,6,2,276.25,271.25,12278.8099026445
35953,16,6,2,276.75,271.25,12291.1128831014
35954,17,6,2,277.25,271.25,12359.7560934236
35955,18,6,2,277,272.25,12572.9972201663
35956,19,6,2,276.25,273.25,12790.6172566844
35957,20,6,2,276.25,274.25,12594.7267883883
35958,21,6,2,276.75,274.25,12400.6020239524
35959,22,6,2,277.25,273.25,12018.0796225365
35960,23,6,2,277.25,274.25,11409.2425647159
35961,0,7,2,277.25,274.25,10865.0519
35962,1,7,2,277.25,274.25,10460.4447481511
35963,2,7,2,277.25,274.25,10183.1746621596
35964,3,7,2,277.25,274.25,10002.0925219682
35965,4,7,2,277.25,275,9936.7114189286
35966,5,7,2,277.25,275.25,9999.390689622
35967,6,7,2,277.25,275.25,10184.9696547536
35968,7,7,2,277.25,275.25,10544.9714473772
35969,8,7,2,277.25,274.25,10772.7029870743
35970,9,7,2,277.25,275.25,10972.1127117761
35971,10,7,2,278.25,275.25,11033.3466410022
35972,11,7,2,278.25,275.25,10800.5115708768
35973,12,7,2,278.25,275.25,10431.0017292308
35974,13,7,2,279.25,275.25,9964.58361745368
35975,14,7,2,279.25,276.25,9605.72697311943
35976,15,7,2,281.25,276.25,9290.06372787258
35977,16,7,2,282.25,277.25,9087.12618092123
35978,17,7,2,283.25,278.25,9006.62556598121
35979,18,7,2,284.25,278.25,9228.03774066015
35980,19,7,2,285.25,279.25,9938.74839938612
35981,20,7,2,286.25,279.25,10113.1102939043
35982,21,7,2,286.25,279.75,10080.0554159154
35983,22,7,2,287.25,280.25,9903.12374482921
35984,23,7,2,285.25,280.25,9560.13302496119
35985,0,1,2,283.25,280.25,9151.3646
35986,1,1,2,283,280.5,8782.63732105167
35987,2,1,2,283.25,281.25,8540.52444564459
35988,3,1,2,282.25,280.25,8393.94260138538
35989,4,1,2,282.25,281.25,8313.82913037501
35990,5,1,2,283.25,281.25,8318.22446060234
35991,6,1,2,283.25,281.5,8467.87625420944
35992,7,1,2,283.25,282.25,8684.18357784986
35993,8,1,2,283.25,282.25,8753.61510115295
35994,9,1,2,282.25,282.25,9002.85252628694
35995,10,1,2,282.25,282.25,9201.41447642469
35996,11,1,2,283.25,282.25,9195.27870863398
35997,12,1,2,283.25,282.25,8986.35959444463
35998,13,1,2,283.25,283.25,8782.95864290734
35999,14,1,2,284.25,283.25,8570.34086812396
36000,15,1,2,284.25,284.25,8403.88120312464
36001,16,1,2,284.25,284.25,8324.33832191087
36002,17,1,2,285.25,284.25,8370.73791271504
36003,18,1,2,286.5,285.25,8698.26753671745
36004,19,1,2,288.75,285.25,9380.41963079791
36005,20,1,2,291.25,286.25,9478.6111039533
36006,21,1,2,292.25,287.25,9297.31830367207
36007,22,1,2,291.25,286.25,9003.27582815278
36008,23,1,2,291.25,287.25,8467.55873236731
36009,0,2,2,290.25,287.25,7933.087
36010,1,2,2,289.25,287.25,7632.31009559961
36011,2,2,2,288.25,287.25,7474.94700425999
36012,3,2,2,287.25,287.25,7390.3722297206
36013,4,2,2,287.25,286.25,7417.29382248594
36014,5,2,2,287.25,286.25,7621.90383676995
36015,6,2,2,287.25,286.25,8239.61788559639
36016,7,2,2,287.25,287.25,9098.13357193982
36017,8,2,2,287.25,287.25,9343.19565422069
36018,9,2,2,287.25,286.75,9416.62402483231
36019,10,2,2,287.25,287.25,9602.42120705932
36020,11,2,2,287.25,287.25,9773.72528851453
36021,12,2,2,288.25,287.25,9824.77007225778
36022,13,2,2,288.5,288.25,9889.70806139174
36023,14,2,2,290.25,289.75,9996.52464280493
36024,15,2,2,289.25,288.25,10091.9294184963
36025,16,2,2,289.25,287.75,10207.0516082957
36026,17,2,2,286.75,285.25,10482.1471188118
36027,18,2,2,285.25,283.25,11019.7669953331
36028,19,2,2,284.25,282.25,11559.045097232
36029,20,2,2,282.25,281.25,11669.9332451651
36030,21,2,2,282.25,280.25,11596.1231092337
36031,22,2,2,281.25,279.25,11243.8252453184
36032,23,2,2,280.5,279.25,10578.0329670688
36033,0,3,2,280.25,278.75,10053.6698
36034,1,3,2,279.25,277.25,9767.79378186749
36035,2,3,2,279.25,277.25,9690.50025258354
36036,3,3,2,278.75,277.25,9710.05144391071
36037,4,3,2,278.25,276.25,9852.8102586415
36038,5,3,2,277.75,276.25,10243.7631836475
36039,6,3,2,277.25,276.25,11098.0040505772
36040,7,3,2,277.25,275.25,12183.8821196023
36041,8,3,2,277.25,275.25,12549.0185416171
36042,9,3,2,276.25,275.25,12473.6442778728
36043,10,3,2,276.25,274.25,12540.1765005762
36044,11,3,2,275.25,274.25,12567.7245219769
36045,12,3,2,275.25,274.25,12451.9301511374
36046,13,3,2,275.25,273.75,12279.1851892263
36047,14,3,2,275.25,273.25,12292.0810785432
36048,15,3,2,276.25,273.25,12277.87406216
36049,16,3,2,277.25,274.25,12377.3562394091
36050,17,3,2,277.75,273.75,12564.2136026263
36051,18,3,2,278.25,274.25,12975.0099484529
36052,19,3,2,278.25,274.25,13390.4879353983
36053,20,3,2,279.25,274.25,13418.3286133073
36054,21,3,2,277.25,275.25,13224.1607722858
36055,22,3,2,277.25,275.25,12740.3920462424
36056,23,3,2,277.25,275.25,11983.4017068004
36057,0,4,2,276.25,275.25,11386.2401
36058,1,4,2,276.25,275.25,10997.3394517531
36059,2,4,2,275.75,274.25,10869.9025526764
36060,3,4,2,275.25,274.25,10833.6139963909
36061,4,4,2,275.25,274.25,10818.6435143363
36062,5,4,2,275.25,274.25,11068.4469368098
36063,6,4,2,275.25,274.25,11830.5914593451
36064,7,4,2,275.25,274.25,12819.4032530831
36065,8,4,2,275.25,274.25,12941.3486575752
36066,9,4,2,275.25,274.25,12812.8063847854
36067,10,4,2,275.25,274.25,12872.2347991827
36068,11,4,2,275.25,274.25,12703.800584628
36069,12,4,2,275.25,274.25,12108.2329940263
36070,13,4,2,275.25,274.25,11525.4882867781
36071,14,4,2,275.25,273.25,11027.5016253184
36072,15,4,2,276.25,273.25,10628.5522691775
36073,16,4,2,277.25,273.25,10415.048007572
36074,17,4,2,279.25,273.75,10371.2690659007
36075,18,4,2,281.25,273.25,10621.0452222399
36076,19,4,2,283.25,272.25,11505.9638903975
36077,20,4,2,283.25,271.25,11897.5694959874
36078,21,4,2,284.25,271.25,11925.5719854582
36079,22,4,2,284.25,271.25,11674.0802047902
36080,23,4,2,282.25,271.25,11144.9516486537
36081,0,5,2,282.25,272.25,10604.7808
36082,1,5,2,281.25,272.25,10340.2335302531
36083,2,5,2,280.25,272.25,10243.912096549
36084,3,5,2,279.25,272.25,10296.3290674692
36085,4,5,2,278.25,272.25,10465.1709239522
36086,5,5,2,277.25,272.25,10896.6846877838
36087,6,5,2,275.25,272.25,11692.2393954713
36088,7,5,2,274.25,272.25,12745.1666328388
36089,8,5,2,274.25,272.25,12679.5700629372
36090,9,5,2,274.25,272.25,12090.8082290752
36091,10,5,2,274.25,272.25,11617.4061573062
36092,11,5,2,274.25,272.25,11155.7091751391
36093,12,5,2,274.25,272.25,10714.2953587358
36094,13,5,2,275.25,275.25,10330.6738305677
36095,14,5,2,280.25,276.25,10098.80569281
36096,15,5,2,282.25,275.25,9874.52777607164
36097,16,5,2,285.25,274.25,9664.3226844475
36098,17,5,2,286.25,274.25,9584.16387566614
36099,18,5,2,286.25,275.25,9645.73619856091
36100,19,5,2,288.25,275.25,10217.6410535018
36101,20,5,2,289.25,276.25,10519.4241863108
36102,21,5,2,290.25,276.25,10539.6974047777
36103,22,5,2,288.75,277.75,10295.5488531801
36104,23,5,2,287.25,279.25,9800.07597387576
36105,0,6,2,285.25,279.25,9249.6976
36106,1,6,2,284.25,280.25,8950.54584130649
36107,2,6,2,282.25,279.25,8866.14683982079
36108,3,6,2,282.25,279.25,8859.35585283787
36109,4,6,2,281.25,278.25,8960.36159293877
36110,5,6,2,280.25,279.25,9253.26498865892
36111,6,6,2,279.25,277.25,10030.2558719762
36112,7,6,2,280.25,278.25,11034.6534827652
36113,8,6,2,279.25,278.25,11001.165113895
36114,9,6,2,279.25,278.25,10635.4627927137
36115,10,6,2,279.25,278.25,10359.80338118
36116,11,6,2,279.25,279.25,10119.3542379293
36117,12,6,2,280.25,279.25,9914.33448174314
36118,13,6,2,283.25,282.25,9793.95865419028
36119,14,6,2,284.75,283.75,9759.11296465858
36120,15,6,2,290.25,286.25,9680.68753158534
36121,16,6,2,292.25,286.25,9640.39735939356
36122,17,6,2,294.25,286.25,9524.4720360183
36123,18,6,2,296.25,286.25,9413.82795446914
36124,19,6,2,297.25,286.25,9612.4839538398
36125,20,6,2,297.25,286.25,9579.04485670177
36126,21,6,2,297.25,286.25,9279.09907281152
36127,22,6,2,298.25,284.25,8963.17898376762
36128,23,6,2,297.25,282.25,8558.19806967243
36129,0,7,2,295.25,280.25,8104.2162
36130,1,7,2,293.25,277.25,7727.5893842465
36131,2,7,2,291.25,277.25,7585.13990273192
36132,3,7,2,290.25,275.25,7526.95145902097
36133,4,7,2,288.25,275.25,7557.22379990537
36134,5,7,2,287.25,274.25,7727.43904566956
36135,6,7,2,287.25,274.25,8079.92565220869
36136,7,7,2,286.25,275.25,8586.46168889463
36137,8,7,2,285.25,275.25,8842.76485078606
36138,9,7,2,282.25,275.25,9094.63365329738
36139,10,7,2,283.25,274.25,9146.19639093434
36140,11,7,2,282.25,274.25,9112.87074571418
36141,12,7,2,282.25,274.25,8992.46982198683
36142,13,7,2,284.25,274.25,8767.86358776059
36143,14,7,2,287.25,272.25,8596.12227981559
36144,15,7,2,289.25,272.25,8424.5520045536
36145,16,7,2,289.25,273.25,8355.26664897923
36146,17,7,2,290.25,273.25,8305.24759412137
36147,18,7,2,291.25,272.25,8361.50401693938
36148,19,7,2,291.25,272.25,8860.73032601327
36149,20,7,2,290.25,271.25,9061.59703794892
36150,21,7,2,291.25,273.25,8996.73405185572
36151,22,7,2,289.75,276.25,8836.00856175377
36152,23,7,2,288.25,279.25,8531.32714374729
36153,0,1,2,286.25,280.25,8168.6932
36154,1,1,2,286.25,280.25,7825.93556139639
36155,2,1,2,285.25,280.25,7592.11677613665
36156,3,1,2,285.25,281.25,7426.01970021739
36157,4,1,2,286.25,282.25,7357.38341807186
36158,5,1,2,286.25,282.25,7364.14100288464
36159,6,1,2,286.25,282.25,7480.1189971026
36160,7,1,2,286.25,283.25,7694.70665049247
36161,8,1,2,286.25,283.25,7776.32575875035
36162,9,1,2,286.25,284.25,7962.73242590448
36163,10,1,2,287.25,285.25,8187.80289709318
36164,11,1,2,287.25,286.25,8365.12273847226
36165,12,1,2,288.75,287.25,8482.1794246357
36166,13,1,2,289.25,287.25,8548.489567696
36167,14,1,2,291.25,289.25,8548.00566202123
36168,15,1,2,293.25,290.25,8543.04228606686
36169,16,1,2,295.25,290.25,8542.27514441564
36170,17,1,2,296.25,288.25,8550.95609344954
36171,18,1,2,296.25,287.25,8727.87823752621
36172,19,1,2,296.25,288.25,9282.62972934686
36173,20,1,2,296.25,289.25,9464.77808567435
36174,21,1,2,296.25,288.25,9257.13716886173
36175,22,1,2,295.25,289.25,8976.54964213947
36176,23,1,2,294.25,289.25,8476.37880451791
36177,0,2,2,293.25,290.25,7908.5931
36178,1,2,2,292.25,290.25,7488.31578652813
36179,2,2,2,291.25,290.25,7254.73004128528
36180,3,2,2,291.25,290.25,7146.74342512562
36181,4,2,2,291.25,290.25,7156.08795992646
36182,5,2,2,291.25,290.25,7368.48933884226
36183,6,2,2,291.25,289.25,7995.89176061974
36184,7,2,2,291.25,290.25,8843.49013686261
36185,8,2,2,291.25,290.25,9103.32025997578
36186,9,2,2,291.25,290.25,9236.53084233479
36187,10,2,2,291.25,290.25,9440.78575346627
36188,11,2,2,291.25,290.25,9730.6633389443
36189,12,2,2,291.75,290.25,9944.04456976987
36190,13,2,2,292.25,290.25,10072.9716689994
36191,14,2,2,293.25,290.25,10159.8297763555
36192,15,2,2,294.75,290.75,10110.6072455797
36193,16,2,2,295.75,290.25,10095.0423667912
36194,17,2,2,299.25,289.25,10132.4893467983
36195,18,2,2,299.25,289.25,10080.5657692823
36196,19,2,2,300.25,289.25,10366.0486314633
36197,20,2,2,300.25,289.25,10470.4616495219
36198,21,2,2,298.25,289.25,10197.5400844654
36199,22,2,2,299.25,289.25,9738.28981585986
36200,23,2,2,297.25,289.25,9045.13181599724
36201,0,3,2,296.25,290.25,8321.2881
36202,1,3,2,295.25,291.25,7832.03634645937
36203,2,3,2,294.25,291.25,7556.67820433667
36204,3,3,2,293.25,291.25,7388.6389989855
36205,4,3,2,292.25,291.25,7327.75261481236
36206,5,3,2,292.25,291.25,7475.920205301
