"","Food","Service","Value","Atmosphere","Overall"
"4221",5,5,4,5,5
"4226",5,5,5,4,5
"4228",5,5,5,5,5
"4229",5,5,5,5,5
"4231",5,5,5,5,5
"4232",5,5,5,5,5
"4237",5,4,4,5,5
"4241",5,5,5,5,5
"4242",5,4,5,4,5
"4244",5,4,4,4,5
"4245",5,4,5,5,5
"4248",5,5,5,5,5
"4249",5,5,5,5,5
"4250",5,5,5,5,5
"4253",5,5,5,5,5
"4254",5,5,5,5,5
"4256",5,5,1,5,5
"4257",5,4,5,5,5
"4261",5,4,4,5,5
"4266",5,5,5,5,5
"4267",5,5,5,5,5
"4269",5,4,4,5,5
"4273",5,0,0,5,5
"4274",5,0,0,5,5
"4276",4,5,5,5,5
"4277",5,5,5,5,5
"4280",5,4,5,5,5
"4281",5,4,5,5,5
"4282",5,5,3,5,5
"4287",5,5,5,5,5
"4288",5,5,5,5,5
"4289",5,5,5,5,5
"4290",5,5,5,5,5
"4291",5,4,5,2,5
"4295",5,5,5,5,5
"4301",5,5,5,5,5
"4302",5,5,4,5,5
"4305",5,0,5,0,5
"4306",5,5,5,5,5
"4307",5,5,5,5,5
"4308",5,5,4,4,5
"4309",5,5,5,5,5
"4317",5,5,4,5,5
"4318",5,5,5,4,5
"4319",5,5,5,5,5
"4321",5,4,5,4,5
"4324",5,5,4,5,5
"4326",5,5,5,5,5
"4329",5,5,5,5,5
"4330",5,5,5,5,5
"4333",5,5,5,4,5
"4334",5,5,5,5,5
"4335",5,5,5,5,5
"4339",5,5,5,5,5
"4340",4,5,5,4,5
"4341",5,4,5,5,5
"4342",5,5,5,5,5
"4343",5,5,5,4,5
"4344",5,5,5,5,5
"4345",5,5,5,5,5
"4346",5,4,5,4,5
"4349",5,4,4,3,5
"4350",5,5,5,5,5
"4351",5,5,5,5,5
"4352",5,5,5,5,5
"4355",5,5,5,5,5
"4357",5,5,4,5,5
"4358",5,4,5,5,5
"4359",5,5,5,5,5
"4361",5,5,5,4,5
"4364",5,4,5,5,5
"4365",5,5,5,5,5
"4366",5,4,4,5,5
"4367",5,5,5,5,5
"4369",5,5,5,5,5
"4370",5,5,5,5,5
"4371",5,4,5,5,5
"4372",5,4,5,4,5
"4373",5,4,5,4,5
"4377",5,5,5,5,5
"4378",5,5,5,4,5
"4379",5,5,5,5,5
"4380",5,5,5,5,5
"4381",5,5,5,5,5
"4384",5,4,4,4,5
"4385",5,5,5,5,5
"4386",5,5,5,5,5
"4390",5,5,5,5,5
"4391",5,5,4,5,5
"4394",4,4,4,5,5
"4396",5,4,5,4,5
"4397",5,4,5,5,5
"4399",5,5,5,4,5
"4401",5,5,5,5,5
"4402",5,5,5,5,5
"4404",5,5,5,5,5
"4405",4,5,4,5,5
"4406",5,4,5,5,5
"4408",5,5,5,5,5
"4409",5,5,5,5,5
"4411",5,5,5,5,5
"4412",5,5,5,4,5
"4413",5,5,5,5,5
"4414",5,5,5,5,5
"4415",5,5,5,4,5
"4416",5,5,5,5,5
"4417",5,5,5,5,5
"4426",5,5,4,5,5
"4428",5,5,5,5,5
"4429",5,5,4,4,5
"4431",5,5,5,5,5
"4432",4,5,4,5,5
"4433",5,5,5,5,5
"4434",5,5,5,5,5
"4436",5,5,5,5,5
"4437",5,5,5,4,5
"4438",5,5,5,4,5
"4439",5,5,5,5,5
"4440",5,5,4,5,5
"4442",5,5,5,5,5
"4443",5,5,5,5,5
"4444",5,5,5,5,5
"4445",5,4,5,5,5
"4448",5,5,5,5,5
"4450",5,5,4,5,5
"4451",5,5,4,5,5
"4452",5,5,5,5,5
"4454",5,4,4,4,5
"4460",5,5,5,5,5
"4471",5,4,5,5,5
"4473",5,5,5,5,5
"4475",4,4,3,4,5
"4480",5,5,5,5,5
"4481",5,5,5,4,5
"4482",5,5,5,5,5
"4483",5,4,5,5,5
"4484",5,5,5,5,5
"4488",5,5,4,5,5
"4489",5,5,5,5,5
"4490",5,4,5,4,5
"4491",5,5,5,5,5
"4492",5,5,5,5,5
"4493",5,5,5,4,5
"4496",5,5,5,5,5
"4497",5,5,5,5,5
"4498",5,5,5,5,5
"4500",5,5,5,4,5
"4501",5,5,5,4,5
"4502",5,5,5,5,5
"4505",5,5,5,5,5
"4508",5,4,5,5,5
"4510",5,5,5,5,5
"4512",5,5,5,5,5
"4514",5,4,5,5,5
"4515",5,5,4,4,5
"4517",5,3,3,5,5
"4520",5,4,5,4,5
"4521",5,5,5,5,5
"4522",5,5,5,5,5
"4523",5,5,5,5,5
"4524",5,5,5,4,5
"4527",5,5,5,4,5
"4528",5,4,5,5,5
"4529",5,5,5,3,5
"4530",5,5,4,5,5
"4535",5,4,5,4,5
"4537",5,5,5,5,5
"4538",5,5,5,5,5
"4539",5,5,4,5,5
"4542",5,5,5,4,5
"4543",5,5,5,5,5
"4544",5,5,5,5,5
"4545",5,5,4,4,5
"4547",5,5,5,5,5
"4549",5,5,5,5,5
"4550",5,5,5,5,5
"4553",5,5,4,5,5
"4556",5,5,5,5,5
"4557",5,5,5,5,5
"4558",5,5,5,5,5
"4559",5,5,5,3,5
"4560",5,5,5,5,5
"4561",5,5,5,5,5
"4562",5,5,5,5,5
"4564",5,5,4,5,5
"4565",5,5,5,5,5
"4566",5,5,5,5,5
"4568",5,5,5,4,5
"4569",5,4,4,5,5
"4570",5,4,4,5,5
"4571",5,5,4,5,5
"4573",5,4,5,5,5
"4574",5,4,5,4,5
"4581",5,5,5,5,5
"4583",5,5,5,5,5
"4584",4,5,5,5,5
"4585",5,5,5,5,5
"4586",5,5,5,5,5
"4587",5,5,5,5,5
"4590",5,5,5,5,5
"4595",5,4,5,5,5
"4598",5,5,5,5,5
"4602",5,5,5,5,5
"4603",5,5,5,5,5
"4604",5,4,4,2,5
"4606",5,5,5,5,5
"4607",5,5,5,5,5
"4608",5,5,5,5,5
"4610",5,5,5,5,5
"4611",5,5,5,5,5
"4612",5,5,5,5,5
"4614",5,5,5,4,5
"4615",5,5,5,5,5
"4616",5,5,5,5,5
"4619",5,3,4,3,5
"4622",5,4,5,4,5
"4625",5,5,5,4,5
"4627",5,5,5,5,5
"4628",5,3,5,5,5
"4630",5,5,5,5,5
"4631",5,5,5,5,5
"4632",5,5,5,5,5
"4634",4,4,5,3,5
"4636",5,5,4,5,5
"4638",4,4,5,4,5
"4639",5,3,5,5,5
"4643",5,5,5,5,5
"4645",5,5,5,5,5
"4647",5,5,5,5,5
"4648",5,5,5,5,5
"4650",5,5,5,5,5
"4654",5,5,5,5,5
"4655",5,5,5,5,5
"4656",5,5,5,5,5
"4658",5,5,5,5,5
"4659",5,5,5,5,5
"4660",5,5,5,5,5
"4661",5,5,4,4,5
"4662",5,5,5,5,5
"4663",5,5,5,5,5
"4664",5,5,5,5,5
"4665",5,5,5,4,5
"4667",5,4,5,5,5
"4668",5,5,4,5,5
"4669",5,5,5,5,5
"4670",5,5,5,4,5
"4671",5,4,5,3,5
"4673",5,5,5,5,5
"4676",5,5,5,5,5
"4677",5,0,5,4,5
"4686",5,5,5,4,5
"4691",5,5,5,5,5
"4693",5,4,5,4,5
"4694",5,5,5,5,5
"4695",5,5,5,5,5
"4698",5,5,5,4,5
"4700",5,5,5,5,5
"4701",5,5,5,5,5
"4702",5,5,5,5,5
"4703",5,5,4,5,5
"4709",5,5,5,5,5
"4712",5,5,5,5,5
"4713",5,5,4,5,5
"4714",5,5,5,5,5
"4715",5,5,5,4,5
"4717",5,5,4,5,5
"4718",5,5,5,4,5
"4719",5,5,5,5,5
"4720",5,5,5,4,5
"4724",5,5,3,5,5
"4725",5,5,0,5,5
"4727",5,5,4,5,5
"4728",5,5,5,5,5
"4729",5,5,4,5,5
"4736",5,5,5,5,5
"4737",5,5,5,5,5
"4738",5,4,4,5,5
"4739",5,5,4,4,5
"4740",5,5,4,4,5
"4742",5,4,5,4,5
"4743",5,4,4,5,5
"4744",5,5,4,5,5
"4746",5,5,5,5,5
"4747",5,5,5,5,5
"4748",5,5,5,5,5
"4751",5,3,4,3,5
"4757",5,5,5,5,5
"4758",5,5,5,5,5
"4760",5,5,5,5,5
"4761",5,5,5,5,5
"4762",5,5,4,5,5
"4763",5,5,5,5,5
"4764",5,5,5,5,5
"4765",4,5,5,4,5
"4766",5,5,5,5,5
"4767",5,5,5,5,5
"4771",5,5,5,5,5
"4772",5,5,5,0,5
"4774",5,5,5,5,5
"4775",5,4,4,5,5
"4776",5,5,5,5,5
"4781",5,5,5,5,5
"4782",5,5,5,5,5
"4783",5,5,4,4,5
"4785",5,5,5,0,5
"4788",5,5,5,5,5
"4790",5,4,5,2,5
"4791",5,4,4,4,5
"4792",5,5,5,5,5
"4793",5,4,4,4,5
"4794",5,5,5,5,5
"4800",5,4,4,3,5
"4802",5,5,5,5,5
"4808",5,5,5,5,5
"4809",5,5,4,5,5
"4810",5,5,5,4,5
"4813",5,5,5,5,5
"4816",5,5,5,5,5
"4820",5,5,5,5,5
"4821",5,5,5,5,5
"4822",5,5,5,5,5
"4823",5,5,5,5,5
"4824",5,5,4,5,5
"4825",5,5,5,4,5
"4830",5,5,5,5,5
"4831",5,4,5,4,5
"4832",5,4,5,5,5
"4833",5,5,5,4,5
"4834",5,5,5,3,5
"4838",5,5,5,4,5
"4839",5,4,4,5,5
"4841",5,5,5,5,5
"4842",5,5,5,5,5
"4845",5,5,5,5,5
"4856",5,5,5,5,5
"4857",5,4,4,5,5
"4860",5,4,5,4,5
"4861",5,5,5,5,5
"4862",5,5,5,5,5
"4864",5,5,5,5,5
"4865",5,5,5,5,5
"4866",5,5,5,5,5
"4869",5,5,5,5,5
"4870",5,5,5,5,5
"4872",5,5,5,5,5
"4873",5,5,5,5,5
"4875",5,5,4,4,5
"4878",5,5,5,5,5
"4881",5,5,5,5,5
"4886",5,5,5,5,5
"4887",5,5,5,5,5
"4890",5,5,5,5,5
"4894",5,5,5,5,5
"4895",5,5,4,5,5
"4896",5,5,4,5,5
"4897",5,5,5,5,5
"4898",5,5,5,5,5
"4899",5,5,5,5,5
"4909",5,5,4,5,5
"4911",5,4,5,5,5
"4914",5,4,5,5,5
"4916",5,5,5,5,5
"4917",5,4,5,5,5
"4918",5,5,5,5,5
"4919",5,5,5,5,5
"4921",5,5,5,5,5
"4922",5,4,4,5,5
"4923",4,5,4,5,5
"4926",5,5,5,3,5
"4930",5,5,5,5,5
"4931",5,5,5,5,5
"4933",5,5,5,4,5
"4936",5,5,5,4,5
"4938",5,5,5,5,5
"4939",5,5,5,5,5
"4940",5,5,5,5,5
"4942",5,5,5,5,5
"4943",5,4,4,5,5
"4946",5,5,5,4,5
"4947",5,5,5,5,5
"4948",5,5,5,4,5
"4949",5,5,5,5,5
"4954",5,4,5,5,5
"4955",5,5,5,5,5
"4956",5,5,5,5,5
"4957",5,4,5,5,5
"4959",5,4,3,5,5
"4963",5,5,5,5,5
"4965",5,5,4,5,5
"4966",5,5,5,5,5
"4967",4,5,5,4,5
"4969",5,5,5,5,5
"4970",5,4,5,5,5
"4973",5,5,4,5,5
"4974",5,5,4,5,5
"4976",5,5,4,5,5
"4977",5,5,4,5,5
"4979",5,5,4,4,5
"4980",5,5,5,5,5
"4981",5,5,5,4,5
"4982",5,5,5,5,5
"4983",5,5,4,4,5
"4985",5,5,5,5,5
"4987",4,5,5,5,5
"4990",5,5,5,5,5
"4992",5,5,5,5,5
"4993",5,4,5,4,5
"4994",5,5,5,5,5
"4995",5,2,5,5,5
"4996",5,4,5,5,5
"4997",5,5,4,4,5
"4999",5,5,5,5,5
"5003",5,5,5,5,5
"5006",5,5,5,5,5
"5008",5,5,5,5,5
"5011",5,5,5,5,5
"5012",5,5,2,5,5
"5013",5,5,5,3,5
"5015",5,5,5,4,5
"5016",5,5,5,5,5
"5017",5,5,5,5,5
"5020",5,5,5,5,5
"5021",5,5,4,4,5
"5022",5,5,5,3,5
"5023",5,5,5,5,5
"5024",5,5,5,5,5
"5025",5,5,4,5,5
"5026",5,5,5,5,5
"5028",5,4,4,5,5
"5029",5,5,5,5,5
"5031",5,5,4,5,5
"5034",5,5,5,4,5
"5036",5,5,5,5,5
"5038",5,5,5,5,5
"5039",5,4,5,4,5
"5041",5,5,4,5,5
"5045",5,5,4,5,5
"5050",5,5,5,5,5
"5053",5,5,5,5,5
"5056",5,5,5,5,5
"5058",5,5,5,4,5
"5059",5,5,5,5,5
"5060",5,5,5,5,5
"5061",5,5,5,5,5
"5062",5,5,5,5,5
"5063",5,5,5,5,5
"5064",5,5,5,5,5
"5069",5,5,5,5,5
"5070",5,5,5,4,5
"5071",5,5,5,5,5
"5072",5,5,5,5,5
"5073",5,5,5,5,5
"5077",5,5,5,5,5
"5079",5,5,5,5,5
"5080",5,5,5,5,5
"5081",5,5,5,5,5
"5084",5,5,5,5,5
"5085",5,4,5,5,5
"5086",5,5,5,4,5
"5089",5,5,5,4,5
"5091",5,5,5,5,5
"5092",5,5,5,5,5
"5094",5,5,5,5,5
"5095",5,5,5,5,5
"5096",5,5,5,5,5
"5099",5,5,5,5,5
"5100",5,5,5,5,5
"5103",5,3,5,5,5
"5104",5,5,5,5,5
"5105",5,5,4,4,5
"5106",5,4,5,4,5
"5107",5,5,5,5,5
"5108",5,5,5,5,5
"5109",5,5,5,5,5
"5110",5,5,5,5,5
"5111",5,5,5,5,5
"5114",5,5,5,5,5
"5115",5,5,5,5,5
"5119",5,5,5,5,5
"5120",5,5,5,5,5
"5121",5,4,5,5,5
"5122",5,5,5,5,5
"5123",5,5,5,5,5
"5124",5,5,5,5,5
"5125",5,5,5,5,5
"5127",5,5,5,5,5
"5128",5,5,5,5,5
"5129",5,5,5,5,5
"5130",5,5,4,5,5
"5131",5,5,5,5,5
"5133",5,5,5,5,5
"5134",5,5,5,5,5
"5135",5,5,4,5,5
"5137",5,5,5,5,5
"5138",5,5,5,5,5
"5140",5,5,3,5,5
"5141",5,5,5,4,5
"5143",5,5,5,5,5
"5145",5,5,5,5,5
"5147",4,5,4,5,5
"5151",5,5,5,5,5
"5153",5,5,5,5,5
"5154",5,5,5,5,5
"5156",5,5,5,5,5
"5157",5,5,5,5,5
"5159",5,5,5,5,5
"5160",4,5,5,5,5
"5161",4,5,5,5,5
"5163",5,5,5,5,5
"5164",5,5,5,5,5
"5165",5,5,4,5,5
"5166",5,5,5,5,5
"5167",5,5,5,5,5
"5172",5,5,5,5,5
"5173",5,5,4,5,5
"5175",5,5,5,5,5
"5177",5,5,5,5,5
"5178",5,3,5,4,5
"5180",5,5,4,4,5
"5181",5,5,5,4,5
"5182",5,5,5,5,5
"5183",5,4,5,4,5
"5184",5,5,5,5,5
"5185",5,5,5,4,5
"5186",5,5,5,4,5
"5187",5,5,5,5,5
"5188",5,5,5,4,5
"5190",5,4,5,5,5
"5194",5,4,5,3,5
"5196",5,5,5,4,5
"5197",5,5,5,1,5
"5204",5,5,5,4,5
"5205",5,5,5,5,5
"5207",5,5,5,5,5
"5209",5,5,5,5,5
"5210",5,5,5,5,5
"5213",5,5,5,5,5
"5214",5,5,4,4,5
"5216",5,5,5,5,5
"5218",5,5,5,5,5
"5219",5,5,5,5,5
"5220",5,5,5,5,5
"5222",5,5,5,5,5
"5227",5,5,4,5,5
"5233",5,5,5,5,5
"5236",5,5,5,5,5
"5239",5,5,5,5,5
"5241",5,5,4,5,5
"5242",5,5,5,5,5
"5243",5,4,3,3,5
"5244",5,5,5,5,5
"5246",5,5,5,5,5
"5247",4,4,5,5,5
"5248",5,5,5,5,5
"5249",5,5,5,4,5
"5251",5,5,5,5,5
"5252",5,4,4,5,5
"5253",5,5,5,5,5
"5256",5,5,5,5,5
"5258",5,4,3,3,5
"5262",5,5,4,5,5
"5263",5,5,5,5,5
"5267",5,5,5,5,5
"5269",5,5,5,5,5
"5271",5,5,5,5,5
"5272",5,5,5,5,5
"5273",5,5,4,5,5
"5277",4,5,5,5,5
"5278",5,5,5,5,5
"5279",5,4,4,5,5
"5280",5,5,5,4,5
"5282",5,5,5,5,5
"5284",5,5,5,5,5
"5287",5,5,5,5,5
"5288",5,5,4,5,5
"5289",5,5,5,5,5
"5290",5,5,5,5,5
"5292",5,5,5,5,5
"5293",5,5,5,5,5
"5295",5,5,5,5,5
"5296",5,5,5,5,5
"5297",5,5,5,5,5
"5298",5,5,5,5,5
"5301",5,5,5,5,5
"5303",5,5,5,4,5
"5304",5,5,5,5,5
"5309",5,5,5,5,5
"5311",5,5,5,5,5
"5312",5,5,5,5,5
"5313",5,5,5,5,5
"5315",5,5,5,5,5
"5316",5,5,5,5,5
"5318",5,5,5,5,5
"5319",5,5,5,5,5
"5320",5,5,5,4,5
"5321",5,5,5,5,5
"5322",5,5,5,4,5
"5323",5,5,5,4,5
"5324",5,5,4,5,5
"5327",5,5,4,5,5
"5328",5,5,5,5,5
"5329",5,5,5,5,5
"5330",5,5,5,5,5
"5331",5,5,5,5,5
"5332",5,5,4,5,5
"5333",5,5,5,3,5
"5334",5,5,5,5,5
"5337",5,5,5,5,5
"5342",5,5,5,5,5
"5343",5,5,5,3,5
"5344",5,5,5,5,5
"5345",5,5,5,5,5
"5346",5,5,5,5,5
"5347",5,5,5,5,5
"5349",5,4,5,5,5
"5350",5,5,5,5,5
"5352",5,5,5,5,5
"5355",5,4,4,4,5
"5356",5,5,5,5,5
"5357",5,5,5,4,5
"5359",5,5,4,5,5
"5360",5,5,5,5,5
"5362",5,5,5,5,5
"5364",5,5,5,5,5
"5365",5,5,5,5,5
"5366",5,5,5,5,5
"5367",5,5,5,5,5
"5368",5,5,5,5,5
"5369",5,5,5,5,5
"5372",5,5,5,5,5
"5374",5,5,5,5,5
"5376",5,5,5,5,5
"5377",5,4,5,5,5
"5378",5,5,5,5,5
"5381",5,5,5,5,5
"5382",5,5,5,5,5
"5383",5,5,5,5,5
"5384",5,5,5,5,5
"5386",5,5,5,5,5
"5390",5,4,5,4,5
"5392",5,5,5,5,5
"5393",5,5,4,4,5
"5394",5,5,5,5,5
"5395",5,5,5,5,5
"5397",5,5,5,5,5
"5398",5,5,5,4,5
"5401",5,5,5,5,5
"5403",5,5,5,5,5
"5406",5,5,5,5,5
"5407",5,5,5,4,5
"5408",5,5,5,5,5
"5415",5,5,5,5,5
"5416",5,5,5,5,5
"5418",5,5,5,5,5
"5420",5,5,5,5,5
"5421",5,5,5,5,5
"5424",5,5,5,5,5
"5425",5,5,5,5,5
"5427",5,5,5,5,5
"5428",5,5,5,5,5
"5430",5,5,5,5,5
"5431",5,5,4,5,5
"5432",5,5,4,5,5
"5435",5,5,5,4,5
"5436",5,5,5,5,5
"5442",5,5,5,5,5
"5443",5,4,5,5,5
"5444",4,5,3,4,5
"5445",5,5,5,5,5
"5447",5,4,5,5,5
"5448",5,5,5,5,5
"5449",5,5,5,3,5
"5450",5,5,5,5,5
"5452",5,5,4,4,5
"5454",5,5,4,5,5
"5455",5,4,5,5,5
"5456",5,5,5,5,5
"5457",5,5,5,5,5
"5461",5,5,5,5,5
"5463",5,5,5,5,5
"5465",5,4,4,5,5
"5468",5,4,5,5,5
"5469",5,5,5,4,5
"5470",5,5,5,5,5
"5472",5,5,5,5,5
"5473",5,4,4,5,5
"5476",5,5,4,4,5
"5477",5,5,5,5,5
"5479",5,5,5,5,5
"5480",5,5,5,5,5
"5482",5,5,5,5,5
"5483",5,4,4,5,5
"5484",5,5,5,5,5
"5485",5,5,5,5,5
"5488",5,5,5,5,5
"5489",5,5,5,5,5
"5490",5,5,4,5,5
"5491",5,5,5,5,5
"5494",5,4,5,5,5
"5495",5,5,5,5,5
"5497",5,5,5,5,5
"5498",5,5,5,5,5
"5499",5,5,5,5,5
"5501",5,5,5,5,5
"5503",5,3,5,5,5
"5505",5,5,5,5,5
"5506",5,5,5,5,5
"5507",5,5,5,5,5
"5508",5,5,5,5,5
"5511",5,5,5,5,5
"5513",5,4,4,5,5
"5515",5,5,5,5,5
"5516",5,3,5,4,5
"5517",5,5,5,5,5
"5519",5,5,5,4,5
"5520",5,5,5,5,5
"5524",5,5,5,5,5
"5525",5,5,5,5,5
"5527",5,5,5,5,5
"5529",5,4,5,4,5
"5530",5,5,5,5,5
"5533",5,5,5,5,5
"5534",5,5,5,5,5
"5535",5,5,5,5,5
"5536",5,5,5,5,5
"5538",4,4,5,5,5
"5539",5,5,5,5,5
"5540",5,5,4,4,5
"5541",5,5,5,5,5
"5542",5,5,5,5,5
"5545",5,4,5,5,5
"5546",5,5,5,5,5
"5547",5,4,4,4,5
"5548",5,5,5,5,5
"5549",5,5,5,5,5
"5553",5,5,5,5,5
"5556",5,5,5,4,5
"5559",5,5,5,5,5
"5562",5,5,5,5,5
"5565",5,5,4,5,5
"5567",5,5,4,5,5
"5569",3,3,3,3,5
"5571",5,5,5,5,5
"5573",5,5,5,5,5
"5576",5,5,5,5,5
"5577",5,5,5,5,5
"5578",5,5,4,5,5
"5580",5,5,5,5,5
"5581",5,5,5,5,5
"5588",5,5,5,5,5
"5591",5,4,4,5,5
"5592",5,5,5,4,5
"5594",5,5,4,4,5
"5596",5,5,5,5,5
"5597",5,5,5,5,5
"5598",5,5,5,5,5
"5600",4,5,4,5,5
"5603",5,5,5,5,5
"5604",5,5,5,5,5
"5606",5,5,5,5,5
"5607",4,3,5,5,5
"5608",5,5,5,4,5
"5610",5,5,5,5,5
"5611",5,5,5,5,5
"5613",5,5,5,5,5
"5615",5,5,5,5,5
"5616",5,5,5,5,5
"5617",5,5,5,5,5
"5618",5,5,5,5,5
"5620",5,5,4,5,5
"5621",5,5,5,5,5
"5624",5,4,4,5,5
"5625",5,5,5,5,5
"5626",5,5,5,5,5
"5627",5,5,5,5,5
"5628",5,5,5,5,5
"5631",4,5,5,4,5
"5633",5,5,5,5,5
"5634",5,5,5,4,5
"5635",5,5,5,5,5
"5639",5,5,5,5,5
"5640",5,5,5,5,5
"5642",5,5,5,5,5
"5643",5,5,5,5,5
"5644",5,5,5,5,5
"5645",5,5,4,5,5
"5647",5,5,5,5,5
"5650",5,4,4,5,5
"5652",5,4,4,5,5
"5653",5,5,5,5,5
"5654",5,5,5,5,5
"5655",5,5,5,5,5
"5656",5,5,5,4,5
"5657",5,5,5,5,5
"5658",5,5,5,5,5
"5659",5,5,5,5,5
"5661",5,5,5,5,5
"5662",5,5,5,4,5
"5665",5,5,5,5,5
"5666",5,5,4,5,5
"5667",5,5,5,5,5
"5669",5,5,5,5,5
"5671",5,4,5,5,5
"5673",5,4,4,5,5
"5677",5,5,5,5,5
"5678",5,5,5,5,5
"5679",5,5,5,4,5
"5680",5,4,4,5,5
"5682",5,5,5,5,5
"5683",5,5,5,4,5
"5684",5,5,4,5,5
"5688",5,5,5,5,5
"5689",5,5,4,4,5
"5693",4,5,5,3,5
"5695",5,5,5,5,5
"5696",5,5,5,5,5
"5697",5,5,5,5,5
"5702",5,5,4,5,5
"5703",4,5,4,5,5
"5706",5,5,5,4,5
"5707",5,5,4,5,5
"5708",5,5,5,4,5
"5709",5,5,5,5,5
"5710",5,5,5,5,5
"5711",5,5,5,5,5
"5712",5,5,5,4,5
"5715",5,5,5,5,5
"5716",5,5,5,5,5
"5718",3,5,5,5,5
"5719",5,5,5,5,5
"5720",5,5,4,5,5
"5721",5,5,2,5,5
"5722",5,5,4,5,5
"5723",5,5,5,4,5
"5724",5,5,5,3,5
"5725",5,5,5,3,5
"5726",5,5,5,4,5
"5727",5,4,5,5,5
"5729",5,5,5,5,5
"5730",5,4,4,5,5
"5731",5,5,3,5,5
"5734",5,5,5,4,5
"5735",5,5,5,5,5
"5736",5,5,5,5,5
"5740",5,4,5,5,5
"5743",5,5,4,5,5
"5748",5,5,5,5,5
"5750",5,5,3,5,5
"5751",5,5,4,5,5
"5753",5,5,5,0,5
"5754",5,5,5,5,5
"5755",5,5,5,5,5
"5757",5,5,5,5,5
"5758",5,5,5,4,5
"5759",5,5,5,5,5
"5760",5,5,5,5,5
"5763",5,5,5,5,5
"5765",5,5,5,5,5
"5767",5,5,5,5,5
"5768",4,5,4,5,5
"5769",5,4,4,5,5
"5771",5,5,5,5,5
"5772",5,5,5,5,5
"5773",5,5,5,5,5
"5776",5,5,5,5,5
"5777",5,5,5,5,5
"5780",5,5,5,5,5
"5781",5,5,5,5,5
"5786",5,5,5,5,5
"5787",5,5,5,5,5
"5788",5,5,5,5,5
"5790",5,5,5,5,5
"5791",5,5,5,5,5
"5794",5,4,5,5,5
"5795",5,5,5,5,5
"5796",5,5,4,5,5
"5799",5,5,5,4,5
"5801",5,5,5,5,5
"5803",5,5,5,5,5
"5804",5,5,5,5,5
"5805",5,4,5,5,5
"5810",5,5,5,5,5
"5811",5,5,5,5,5
"5812",4,5,4,5,5
"5814",5,5,5,5,5
"5817",5,5,4,4,5
"5818",5,5,4,5,5
"5820",5,5,3,5,5
"5821",5,5,3,5,5
"5823",5,5,5,5,5
"5824",5,5,5,5,5
"5825",5,5,5,5,5
"5826",5,5,5,5,5
"5827",5,5,5,5,5
"5828",5,5,5,5,5
"5829",5,5,5,5,5
"5831",5,5,5,5,5
"5834",4,5,5,5,5
"5835",5,5,5,5,5
"5837",5,5,5,5,5
"5840",5,5,5,5,5
"5841",5,5,5,5,5
"5842",5,5,5,5,5
"5843",5,5,5,5,5
"5844",5,5,5,5,5
"5845",5,5,4,5,5
"5846",5,5,4,5,5
"5847",5,5,5,5,5
"5848",5,5,5,5,5
"5849",5,5,5,5,5
"5850",5,5,5,5,5
"5851",5,5,5,5,5
"5853",5,4,5,5,5
"5855",5,5,5,5,5
"5856",5,5,5,5,5
"5857",5,5,5,4,5
"5858",5,5,5,5,5
"5859",5,5,5,5,5
"5860",5,5,5,4,5
"5861",5,5,5,5,5
"5862",5,4,5,4,5
"5863",5,5,5,4,5
"5864",5,5,5,5,5
"5865",5,5,5,0,5
"5866",5,4,5,4,5
"5867",5,5,4,4,5
"5869",5,5,5,5,5
"5870",5,5,5,4,5
"5872",5,5,5,5,5
"5873",5,4,4,5,5
"5874",5,5,5,5,5
"5877",5,5,5,5,5
"5878",5,5,5,5,5
"5879",5,5,5,5,5
"5882",5,5,5,5,5
"5883",5,5,5,5,5
"5884",5,5,5,4,5
"5885",5,5,5,5,5
"5886",5,5,5,5,5
"5887",5,5,5,5,5
"5888",5,5,5,5,5
"5891",5,5,5,4,5
"5893",5,5,5,5,5
"5894",5,5,4,5,5
"5896",5,5,5,5,5
"5897",5,5,5,5,5
"5898",5,5,5,5,5
"5899",5,5,5,5,5
"5900",5,5,5,5,5
"5902",5,5,5,5,5
"5905",5,5,5,5,5
"5907",5,4,5,4,5
"5910",5,4,5,4,5
"5912",5,5,5,5,5
"5913",5,5,5,5,5
"5914",5,5,5,5,5
"5915",5,4,4,5,5
"5917",5,4,4,4,5
"5919",5,5,5,5,5
"5921",5,5,5,5,5
"5922",5,5,5,5,5
"5923",5,3,4,5,5
"5925",5,5,5,5,5
"5926",5,5,5,5,5
"5930",5,5,4,4,5
"5931",5,5,5,5,5
"5932",5,5,5,5,5
"5933",5,5,5,3,5
"5935",5,5,5,4,5
"5936",5,5,5,5,5
"5937",5,5,5,5,5
"5938",5,5,5,5,5
"5939",5,5,5,5,5
"5940",5,5,5,5,5
"5942",5,5,5,3,5
"5943",5,5,5,5,5
"5944",5,4,4,5,5
"5948",5,5,5,5,5
"5949",5,4,5,5,5
"5950",4,5,5,5,5
"5956",5,5,4,5,5
"5959",5,4,4,3,5
"5960",5,5,5,5,5
"5962",4,5,3,5,5
"5965",5,5,5,5,5
"5966",5,5,4,5,5
"5967",5,5,5,5,5
"5968",5,4,4,5,5
"5969",5,5,5,5,5
"5970",4,5,5,5,5
"5971",4,5,5,5,5
"5976",5,5,5,5,5
"5977",5,5,5,4,5
"5978",5,5,4,5,5
"5979",5,5,5,5,5
"5984",5,5,4,5,5
"5986",5,5,5,5,5
"5987",5,5,4,4,5
