"from","to"
2558,4
2558,8268
2558,165
2558,69
2559,61
2560,61
2562,7896
2562,179
2562,351
2562,2
2562,41
2562,61
2562,12
2562,16
2562,31
2562,88
2562,17
2562,87
2562,30
2562,55
2562,22
2562,24
2562,11
2562,21
2562,60
2562,59
2564,179
2564,2
2564,12
2564,16
2564,31
2564,88
2564,17
2564,55
2564,62
2564,22
2564,24
2564,49
2564,11
2564,21
2564,60
2564,59
2566,62
2568,62
2569,62
2570,8653
2570,62
2570,31
2572,461
2572,62
2572,16
2572,145
2572,8718
2572,1383
2573,62
2573,1411
2575,62
2575,31
2576,62
2578,62
2578,8624
2578,2598
2580,62
2580,7915
2580,7906
2581,62
2582,6428
2586,1807
2587,8229
2587,8272
2587,222
2590,4441
2597,62
2597,8229
2597,11
2597,55
2597,88
2597,24
2597,21
2597,60
2600,62
2601,62
2601,7896
2603,8672
2603,1807
2605,62
2607,62
2607,7896
2611,1810
2611,1812
2611,1811
2611,1619
2611,1809
2611,1807
2611,2612
2612,2652
2612,63
2616,63
2617,2612
2617,63
2618,370
2621,28
2621,2612
2621,63
2623,63
2626,2638
2627,63
2627,3021
2627,203
2627,145
2627,3028
2628,63
2629,63
2630,63
2631,63
2631,2638
2633,71
2634,63
2634,3913
2635,8717
2635,213
2635,63
2635,354
2637,228
2637,63
2637,8482
2637,8423
2638,63
2639,63
2640,63
2640,422
2642,63
2642,7899
2645,8093
2645,3019
2645,1619
2645,2217
2646,2647
2647,63
2648,63
2650,63
2650,3913
2652,1810
2652,1812
2652,1811
2652,1619
2652,1809
2652,1807
2653,1661
2654,64
2654,149
2655,134
2655,5000
2655,830
2655,170
2655,4982
2655,64
2655,149
2655,10
2656,149
2656,13
2656,10
2656,127
2656,15
2656,386
2656,333
2657,3996
2657,3997
2657,3998
2657,3999
2657,3974
2657,4000
2657,4002
2657,64
2659,1080
2659,8622
2659,10
2659,32
2659,5066
2659,4982
2659,129
2659,333
2659,64
2659,8672
2660,7112
2660,10
2660,1080
2660,129
2660,32
2660,15
2660,64
2660,13
2660,333
2660,4964
2661,64
2661,376
2663,64
2663,149
2663,2664
2664,186
2664,2662
2665,1810
2665,1811
2665,1807
2665,7025
2665,134
2665,10
2665,3977
2665,1845
2665,64
2665,42
2665,5065
2665,5066
2665,2664
2665,3769
2665,459
2665,13
2665,34
2666,13
2666,64
2667,127
2668,5066
2668,5065
2668,113
2668,64
2668,149
2668,8672
2670,64
2670,8646
2671,7896
2671,114
2671,8666
2671,2007
2671,8718
2671,8657
2671,8659
2671,8745
2671,2186
2671,78
2671,600
2672,64
2672,2664
2672,7175
2672,10
2672,1618
2672,5065
2672,8707
2672,3996
2677,74
2680,3104
2689,242
2689,610
2689,50
2689,8628
2689,597
2689,609
2689,370
2693,65
2694,65
2699,8717
2700,3094
2707,65
2708,65
2711,2079
2713,8824
2717,2218
2719,3094
2719,65
2720,3119
2720,8824
2723,66
2723,7903
2724,66
2724,5844
2725,1080
2725,8688
2725,66
2726,256
2726,6025
2726,12
2726,842
2726,840
2726,66
2726,7965
2726,3409
2728,6948
2728,66
2729,66
2730,66
2730,2769
2730,297
2730,7763
2730,8693
2731,66
2732,7268
2732,8694
2732,66
2732,7763
2732,8682
2732,3938
2732,8739
2732,8735
2732,8660
2732,8693
2732,7756
2732,7766
2732,8688
2732,8655
2733,66
2734,66
2735,66
2736,2737
2737,66
2738,66
2738,205
2738,8689
2738,8693
2738,8688
2738,37
2738,1858
2738,161
2739,66
2739,8310
2739,151
2739,8688
2739,8693
2741,221
2741,6948
2741,205
2742,66
2742,297
2742,8694
2744,66
2745,12
2745,842
2745,840
2745,66
2745,7965
2746,12
2746,842
2746,840
2746,66
2746,7965
2746,2153
2747,66
2747,1813
2747,1493
2747,1494
2747,2827
2749,66
2750,66
2750,12
2750,7965
2752,297
2752,66
2753,66
2753,8688
2753,8735
2753,8685
2754,3806
2754,94
2754,8688
2754,8693
2754,7756
2754,205
2754,7763
2754,8735
2754,8665
2755,221
2755,6948
2755,66
2755,205
2756,56
2756,36
2756,163
2756,66
2757,2079
2757,66
2757,1810
2757,83
2757,3183
2757,6428
2758,66
2759,66
2759,2729
2761,8688
2761,3941
2761,66
2763,66
2764,66
2765,8735
2765,7763
2765,8693
2765,7756
2765,94
2765,3188
2765,6947
2765,66
2765,8755
2766,66
2767,66
2768,66
2770,67
2773,67
2776,67
2776,6342
2777,8550
2777,67
2777,1618
2778,2783
2779,67
2781,67
2782,67
2784,67
2785,2827
2785,2825
2785,67
2786,67
2787,67
2788,67
2790,1264
2790,10
2790,5000
2790,156
2790,223
2790,3409
2790,619
2791,67
2791,846
2791,134
2792,7802
2793,1390
2793,1085
2793,67
2795,4824
2795,21
2797,67
2803,67
2804,67
2806,67
2806,2536
2809,1264
2809,67
2809,1081
2810,67
2813,123
2813,6136
2813,8740
2813,1080
2815,67
2815,1619
2815,1984
2816,67
2817,67
2817,3524
2818,67
2820,2819
2820,9274
2820,126
2820,31
2820,6342
2831,6680
2831,6681
2831,6682
2831,2845
2831,1084
2831,2871
2832,68
2832,1892
2832,267
2832,7793
2833,6905
2833,1892
2833,267
2833,4778
2833,6793
2834,9037
2834,175
2834,3411
2835,38
2835,68
2835,175
2835,1892
2835,3031
2836,8684
2836,1493
2836,2870
2836,175
2836,1892
2836,1494
2838,68
2838,2870
2839,175
2839,9
2842,8684
2842,1493
2842,1892
2842,33
2842,68
2842,175
2842,8682
2842,6680
2842,6682
2842,2870
2842,1807
2842,1810
2842,1809
2842,1811
2842,3857
2842,397
2842,18
2843,175
2843,1494
2844,2537
2844,1
2844,1892
2844,8666
2844,7896
2844,598
2844,7756
2845,6682
2845,68
2845,175
2845,9
2845,8648
2846,6777
2846,33
2846,8165
2846,1892
2846,175
2846,10
2846,7904
2847,68
2849,1494
2850,68
2850,175
2850,9
2850,8648
2851,175
2852,7899
2852,7906
2852,54
2852,68
2852,1892
2854,1807
2854,1812
2854,1809
2854,1811
2854,1808
2854,8720
2854,7756
2854,3023
2854,220
2854,39
2854,7903
2854,603
2854,3856
2854,211
2854,3409
2861,50
2861,610
2861,6750
2861,1080
2861,1522
2861,3433
2861,32
2861,15
2861,64
2861,38
2861,68
2861,4716
2861,615
2861,259
2862,33
2862,68
2862,175
2862,42
2862,7906
2863,68
2863,175
2864,175
2864,9
2865,68
2865,175
2865,9
2865,8648
2866,2466
2866,6682
2866,1807
2869,44
2869,2867
2869,2868
2869,2870
2869,2845
2869,1084
2869,2871
2871,7896
2873,7269
2873,2217
2874,69
2875,69
2877,1
2877,69
2877,598
2878,69
2879,69
2880,69
2882,2890
2885,69
2886,2917
2886,1807
2888,275
2888,193
2888,69
2888,2894
2890,2917
2890,1807
2892,69
2893,69
2894,69
2896,69
2897,275
2897,69
2898,69
2898,2894
2900,69
2903,69
2905,69
2905,2825
2906,69
2907,7802
2908,69
2909,69
2910,69
2911,69
2911,2890
2912,4427
2916,4824
2917,1807
2920,69
2924,195
2925,7896
2925,2476
2925,8097
2925,1619
2927,8097
2930,8097
2930,1522
2930,262
2930,3856
2930,600
2930,613
2930,1076
2930,2
2930,16
2930,88
2930,24
2930,11
2930,4
2930,1476
2930,1077
2931,8097
2931,1522
2931,262
2931,3856
2931,600
2931,613
2931,1076
2931,2
2931,16
2931,88
2931,24
2931,11
2931,4
2931,1476
2931,1077
2932,1077
2932,1076
2933,8097
2933,2975
2935,70
2935,1262
2935,1813
2935,9554
2935,1076
2935,6080
2936,599
2936,1807
2936,70
2936,598
2937,8097
2940,70
2941,70
2941,1077
2941,1813
2941,148
2941,2218
2946,1810
2946,1812
2946,1808
2946,1811
2946,1807
2946,8097
2946,1619
2946,8690
2947,70
2947,1221
2948,8666
2948,8097
2948,8098
2948,1619
2949,70
2951,8097
2952,7853
2952,6428
2952,8097
2954,7896
2954,7800
2954,8097
2955,70
2956,8097
2957,83
2958,8097
2962,70
2962,2079
2964,8097
2965,8097
2966,8097
2967,8097
2968,8097
2976,71
2976,1076
2977,103
2977,71
2978,3019
2978,71
2978,3020
2978,3021
2978,3022
2978,1080
2978,3023
2978,3024
2978,3025
2978,3026
2978,3027
2978,3028
2978,9
2978,299
2978,38
2978,3029
2978,3030
2978,3031
2978,1325
2981,2141
2981,71
2982,71
2982,396
2982,7756
2982,1079
2984,341
2984,71
2984,2758
2984,1618
2984,9282
2984,8717
2984,5972
2984,1807
2984,1494
2986,167
2986,71
2986,3638
2987,71
2988,2978
2988,71
2988,1076
2988,3023
2989,71
2990,36
2990,371
2990,10
2990,64
2990,1325
2990,8755
2991,1807
2991,1810
2991,1984
2991,8653
2991,2367
2991,71
2991,6682
2992,1808
2992,3857
2992,71
2992,2827
2993,71
2993,8755
2994,7111
2995,71
2995,1810
2995,1813
2995,598
2995,1807
2998,71
2998,1076
2998,3023
2999,8097
2999,71
2999,359
2999,3031
2999,9
2999,299
3000,2998
3000,71
3000,3411
3001,8717
3001,1
3001,1489
3001,1807
3002,1807
3002,3857
3002,37
3002,5065
3002,3941
3002,5066
3002,8717
3002,3938
3002,7268
3002,8669
3002,71
3003,3021
3003,137
3003,71
3005,2476
3005,3938
3005,205
3005,7756
3005,8734
3005,8735
3005,389
3005,8688
3005,8693
3005,31
3005,71
3005,1813
3005,603
3005,1807
3005,1811
3005,6428
3006,1080
3006,3031
3006,38
3006,3411
3006,71
3006,299
3006,359
3007,1080
3007,3433
3007,9
3007,68
3007,71
3007,38
3008,1080
3008,3020
3008,71
3008,145
3008,299
3008,104
3008,359
3008,600
3008,4165
3010,83
3010,71
3012,8693
3012,71
3013,71
3014,1725
3014,71
3015,3021
3015,83
3015,71
3015,3027
3015,8094
3015,3028
3015,8756
3016,9543
3016,3858
3016,1811
3016,2218
3016,8717
3016,1076
3016,3023
3016,71
3016,19
3016,1476
3016,2
3016,11
3016,22
3016,2828
3017,71
3017,1810
3017,1812
3017,1808
3017,1811
3017,1809
3017,1807
3017,9144
3020,103
3020,1307
3020,1308
3022,3019
3022,3020
3023,8332
3032,72
3038,3092
3043,3051
3043,73
3045,73
3046,73
3046,3049
3046,3090
3047,73
3047,1080
3049,3046
3051,239
3051,73
3052,73
3052,9144
3056,73
3057,73
3059,3087
3061,73
3062,3058
3067,1491
3068,73
3070,2400
3072,1491
3072,109
3072,1489
3072,2828
3072,8748
3072,6179
3072,2827
3073,73
3073,4967
3073,1453
3073,1813
3074,3090
3075,73
3077,73
3081,1491
3082,3948
3082,73
3083,3948
3083,73
3084,1491
3084,298
3085,1491
3086,1491
3087,73
3094,74
3099,74
3099,7906
3100,397
3100,1807
3104,2680
3104,74
3110,74
3113,8725
3118,74
3121,74
3123,74
3124,74
3125,74
3126,74
3130,65
3131,74
3134,1811
3134,74
3135,6146
3135,6131
3135,8735
3135,8740
3135,8007
3137,159
3137,1325
3137,6136
3138,3185
3138,6132
3138,3188
3139,9543
3140,3187
3140,6132
3140,223
3140,6145
3141,7983
3142,7983
3143,7983
3147,224
3147,601
3147,75
3147,7759
3147,205
3147,7766
3147,343
3149,8197
3153,71
3153,7756
3154,3409
3154,75
3154,159
3154,6136
3154,1325
3154,83
3157,6132
3157,3409
3160,3021
3160,75
3160,6131
3165,3409
3165,6121
3165,6142
3166,6145
3168,75
3168,3363
3171,75
3171,3021
3171,83
3171,103
3173,75
3173,3187
3174,3188
3174,3186
3174,3187
3175,137
3177,6137
3177,3409
3177,295
3177,6141
3177,6142
3177,6143
3177,6144
3178,6137
3178,3409
3178,295
3178,6141
3178,6142
3178,6143
3178,6144
3180,3188
3180,75
3180,6145
3180,3174
3181,3406
3183,75
3183,123
3183,3021
3183,6131
3184,75
3184,123
3184,3021
3184,6131
3188,75
3188,3187
3192,76
3193,76
3194,3189
3194,76
3195,3189
3195,76
3196,3189
3196,76
3197,76
3197,3210
3207,8693
3207,3189
3211,2079
3211,3194
3211,76
3211,3218
3214,8693
3214,3189
3215,76
3216,76
3220,76
3221,8693
3223,76
3224,76
3228,8693
3229,76
3232,76
3239,77
3244,78
3248,78
3249,8688
3250,78
3252,8683
3252,8685
3252,78
3254,3273
3254,78
3254,114
3256,2828
3256,2400
3256,2827
3258,2400
3258,340
3258,1076
3258,1080
3258,8699
3258,3941
3261,8632
3262,2828
3262,1621
3262,78
3264,78
3265,1618
3266,8688
3267,3246
3267,2079
3267,7896
3269,112
3269,78
3269,203
3269,1807
3269,1808
3269,1810
3270,6428
3270,603
3270,78
3270,1807
3271,8682
3273,285
3273,78
3273,114
3280,1807
3285,2826
3285,90
3285,2827
3288,1807
3289,79
3291,79
3302,5233
3302,81
3302,53
3302,2409
3302,1
3302,1489
3302,1476
3302,7
3302,1491
3302,1492
3302,4
3302,1493
3302,1494
3302,1496
3302,1807
3304,82
3304,23
3304,1493
3304,1494
3304,393
3304,3330
3305,82
3305,23
3305,1493
3305,1494
3305,393
3305,3330
3307,4824
3310,1
3311,82
3313,82
3313,1102
3313,23
3313,1103
3314,82
3314,1
3317,82
3319,82
3319,1
3319,4824
3320,82
3320,1102
3320,1103
3320,1104
3325,82
3325,1
3328,1
3330,82
3330,4824
3330,8017
3331,23
3331,1493
3331,1494
3331,8017
3332,4824
3332,1103
3337,4968
3338,3306
3342,6428
3343,4824
3344,4824
3345,1
3347,7907
3347,1
3347,7895
3347,8674
3347,7915
3347,1807
3347,2466
3347,8733
3347,7906
3347,128
3347,6179
3347,8666
3347,8750
3347,7756
3347,8717
3348,4824
3349,1
3350,4824
3351,4824
3354,2079
3355,137
3356,137
3356,3023
3356,83
3356,3021
3357,145
3357,83
3357,137
3359,3021
3360,3019
3360,2212
3360,83
3360,3022
3360,3023
3361,83
3361,137
3362,137
3362,5113
3362,71
3363,3021
3363,137
3364,3409
3364,83
3364,137
3365,137
3366,83
3366,137
3367,137
3370,137
3370,83
3371,3393
3371,83
3371,137
3371,1619
3372,6134
3373,3371
3373,3393
3373,83
3373,137
3373,1619
3375,83
3375,137
3375,145
3376,83
3376,137
3376,145
3377,137
3378,103
3378,83
3379,137
3380,9028
3382,9028
3383,137
3386,137
3387,3021
3387,83
3387,3410
3387,3022
3387,7899
3387,3023
3388,3023
3388,83
3388,3021
3388,7362
3390,137
3392,83
3394,137
3396,3021
3396,137
3396,71
3397,1080
3397,340
3397,83
3397,3021
3397,3022
3397,12
3397,4
3397,8657
3397,8718
3398,6134
3398,3182
3399,137
3401,8646
3404,8735
3406,8735
3407,8735
3408,9543
3412,8743
3413,83
3413,3409
3413,8743
3413,8688
3414,10
3414,1080
3416,1080
3416,84
3416,128
3417,3422
3417,3419
3417,84
3417,8743
3419,1661
3420,94
3420,197
3420,161
3420,85
3420,84
3420,6948
3420,3445
3420,377
3421,8630
3421,8631
3421,42
3421,8635
3421,8637
3421,8638
3421,8639
3421,8641
3421,8642
3421,8643
3421,8645
3421,8646
3421,8647
3421,8648
3421,8650
3421,8651
3421,8652
3422,8631
3422,8635
3422,8643
3422,8647
3422,8652
3423,8726
3423,9578
3423,8743
3424,84
3427,84
3428,867
3428,4982
3429,8660
3429,84
3430,2079
3430,84
3430,52
3430,8743
3431,389
3431,8688
3431,1078
3431,473
3431,1076
3432,3433
3432,5042
3432,5065
3432,15
3432,1080
3432,1325
3432,56
3432,3021
3432,3188
3432,64
3432,220
3432,7903
3433,5042
3433,5065
3433,15
3433,1080
3433,1325
3433,56
3433,3021
3433,3188
3433,64
3433,220
3433,7903
3435,5066
3435,5065
3435,3804
3436,84
3437,2079
3438,3433
3438,5042
3438,5065
3438,15
3438,1080
3438,1325
3438,56
3438,3021
3438,3188
3438,64
3438,220
3438,7903
3439,84
3439,1807
3441,315
3441,2007
3441,125
3441,3445
3441,808
3441,129
3441,101
3441,85
3441,3460
3442,201
3442,315
3442,84
3442,4980
3442,89
3442,8753
3443,85
3443,201
3444,608
3444,236
3444,1080
3444,3445
3444,201
3444,315
3444,36
3444,85
3444,309
3444,3021
3444,3188
3444,305
3444,94
3444,1325
3444,6948
3444,5065
3444,5066
3444,38
3444,375
3446,85
3446,8688
3446,285
3447,188
3447,8666
3447,1080
3447,15
3452,937
3456,605
3456,85
3457,85
3458,85
3460,85
3463,85
3463,8666
3463,11
3465,1618
3467,101
3467,134
3467,42
3468,1661
3469,8621
3469,85
3470,5066
3470,5065
3471,8753
3472,85
3473,8688
3473,8693
3473,7756
3473,247
3473,94
3473,197
3473,161
3473,335
3473,85
3473,36
3475,1080
3475,38
3475,109
3475,3433
3475,15
3475,32
3475,3021
3475,1325
3475,128
3475,74
3475,205
3475,220
3476,85
3476,201
3481,86
3481,1694
3482,86
3482,1810
3482,1811
3482,2827
3482,1807
3486,6428
3487,3492
3489,87
3490,87
3490,9037
3491,2829
3491,2817
3491,2770
3493,3492
3500,3492
3500,3493
3501,9578
3502,2971
3502,2331
3502,1039
3502,2975
3502,2927
3502,2972
3502,2973
3504,87
3507,2079
3508,87
3518,16
3518,12
3518,88
3518,17
3518,87
3518,30
3518,55
3518,62
3518,22
3518,24
3518,11
3518,21
3518,60
3520,8268
3520,22
3520,1476
3520,4824
3520,108
3520,62
3521,87
3523,7906
3523,1810
3523,1807
3523,2476
3523,8100
3526,87
3526,1661
3527,87
3530,3536
3530,3531
3533,7907
3536,205
3536,3188
3536,88
3536,3557
3539,88
3540,3557
3540,88
3540,31
3546,1807
3546,1808
3546,1811
3546,1812
3546,1810
3558,1661
3558,89
3559,2536
3559,89
3560,89
3562,89
3562,970
3563,31
3564,129
3564,141
3564,89
3567,89
3567,4290
3569,129
3569,141
3569,89
3570,1661
3571,89
3573,2092
3573,126
3573,370
3573,310
3573,8917
3573,610
3573,63
3573,98
3573,18
3573,615
3573,116
3573,602
3573,598
3573,112
3573,10
3573,306
3573,83
3576,1618
3577,5066
3577,5065
3578,89
3579,1264
3579,5065
3579,5066
3579,1080
3579,89
3581,89
3581,7906
3581,6131
3581,6180
3581,126
3582,15
3582,27
3582,89
3583,27
3583,89
3583,4688
3583,5680
3584,274
3584,325
3584,89
3584,360
3584,181
3585,89
3585,1
3585,7
3586,1942
3586,89
3586,9028
3587,89
3588,2141
3588,89
3589,89
3590,89
3594,1084
3596,90
3599,90
3599,1489
3606,3607
3609,8717
3617,9037
3627,90
3628,5000
3630,2079
3631,90
3635,18
3635,7906
3636,90
3638,83
3638,3023
3641,3019
3641,9543
3642,91
3642,139
3642,5856
3643,91
3643,3638
3643,3023
3643,1076
3643,3639
3643,136
3643,3021
3643,139
3643,10
3644,36
3645,1618
3645,3019
3645,3745
3647,9579
3647,6136
3647,91
3647,3021
3647,42
3647,3408
3648,6279
3648,1080
3648,9207
3648,2007
3648,139
3648,3021
3648,36
3648,84
3648,335
3648,1662
3648,32
3648,34
3648,15
3648,8690
3648,8717
3648,8725
3648,8743
3648,7269
3648,1812
3648,1808
3648,1807
3648,88
3649,83
3649,3409
3649,91
3649,3638
3649,139
3653,3021
3655,3021
3655,91
3658,93
3658,10
3658,56
3661,3021
3661,91
3661,228
3662,8672
3662,42
3662,8753
3662,139
3662,91
3663,91
3664,91
3666,83
3667,91
3669,7853
3669,3019
3669,3806
3670,83
3670,3023
3672,1808
3672,2536
3672,2476
3675,1221
3678,3679
3682,3712
3684,8726
3684,8774
3686,92
3687,92
3691,8726
3691,262
3691,8774
3692,3679
3692,3696
3693,92
3693,348
3698,348
3699,1812
3699,1985
3699,1984
3699,1809
3699,1807
3700,3679
3701,3679
3703,92
3706,1807
3713,3682
3713,8774
3721,3763
3721,93
3722,93
3722,3743
3723,93
3724,8710
3724,8653
3724,83
3724,3857
3724,15
3724,7114
3724,8725
3724,1813
3724,12
3726,93
3726,3737
3727,93
3727,8710
3727,2079
3728,91
3732,3763
3732,3764
3732,139
3733,93
3734,9543
3736,93
3737,3721
3738,10
3738,8717
3738,8623
3738,93
3738,32
3738,1080
3738,806
3738,8653
3738,8672
3741,2217
3742,3721
3743,93
3743,3722
3743,3763
3743,3764
3744,9579
3744,223
3744,10
3744,93
3745,93
3745,91
3745,10
3745,6428
3746,2612
3749,3737
3749,93
3750,10
3750,93
3751,2612
3752,93
3753,8667
3753,1813
3754,3737
3755,1225
3755,93
3756,93
3757,3764
3759,93
3759,6136
3759,8710
3759,7079
3759,8657
3760,8667
3761,3638
3761,139
3761,83
3761,10
3761,8710
3762,8666
3762,32
3762,15
3762,1813
3762,602
3762,1810
3762,1812
3762,1808
3762,1984
3762,1619
3766,94
3767,94
3767,161
3767,6948
3767,8735
3767,389
3767,8688
3768,8630
3768,6948
3768,8688
3768,8653
3768,5347
3768,8717
3770,1661
3774,389
3774,151
3774,94
3774,84
3774,335
3774,161
3774,6948
3774,247
3774,3188
3775,3803
3775,247
3775,3804
3778,94
3778,335
3778,161
3778,5042
3778,1618
3778,5995
3778,8688
3779,3805
3779,3806
3779,5995
3780,94
3780,3803
3780,3804
3780,3805
3780,3019
3780,247
3780,3188
3780,15
3781,197
3781,161
3781,12
3781,840
3781,114
3781,3246
3781,37
3782,8630
3782,8631
3782,605
3782,94
3782,161
3782,247
3782,8636
3782,8637
3782,8638
3782,8639
3782,8641
3782,8642
3782,8643
3782,8645
3782,8646
3782,8647
3782,8648
3782,8649
3782,8650
3782,8652
3783,7718
3783,94
3783,335
3783,247
3785,8682
3786,389
3786,36
3786,161
3786,335
3786,247
3786,8688
3786,8693
3786,8743
3788,8756
3788,94
3788,197
3788,335
3789,3806
3789,85
3789,10
3789,205
3794,8688
3794,1618
3805,94
3806,94
3806,9022
3810,95
3810,34
3810,10
3810,2079
3812,8653
3812,8672
3812,95
3813,95
3814,95
3815,192
3815,95
3818,349
3818,95
3819,95
3822,95
3823,95
3826,1807
3826,1810
3826,95
3827,95
3827,603
3837,95
3838,95
3839,34
3839,95
3841,95
3842,95
3843,8996
3846,1661
3846,95
3847,95
3847,361
3848,2672
3848,8653
3849,8753
3849,8707
3849,10
3849,1080
3849,32
3849,15
3849,1810
3849,1809
3849,13
3849,1077
3849,295
3849,3411
3849,95
3852,95
3852,9028
3853,95
3855,5856
3855,6428
3860,3882
3860,97
3860,3883
3860,1810
3861,97
3861,15
3863,97
3863,3883
3863,2079
3865,97
3865,3883
3865,3890
3866,97
3866,3883
3867,97
3867,3883
3869,97
3869,3883
3871,3883
3873,97
3873,3890
3873,3901
3873,3881
3874,3883
3874,3890
3876,97
3876,2400
3877,97
3877,3861
3879,97
3879,7896
3879,3890
3880,97
3880,3881
3890,97
3890,32
3891,97
3891,9195
3891,2079
3896,7085
3898,97
3901,97
3901,15
3902,97
3902,3883
3902,7896
3903,8646
3904,98
3905,3913
3907,8628
3907,8735
3907,1813
3908,98
3908,3926
3909,98
3910,2641
3910,3913
3910,370
3910,310
3910,6930
3912,98
3914,98
3914,3913
3915,98
3915,3913
3917,98
3917,2174
3917,50
3917,310
3918,3924
3918,98
3919,8824
3919,7906
3919,8628
3919,98
3920,98
3921,98
3922,98
3923,98
3923,4441
3925,98
3927,1810
3927,99
3927,603
3931,8268
3931,99
3933,99
3933,3941
3935,3951
3936,1810
3936,1985
3936,1811
3936,109
3936,99
3936,90
3936,459
3936,8672
3936,9
3936,1080
3936,15
3936,7899
3937,99
3941,1080
3944,151
3944,36
3944,56
3944,228
3944,3188
3946,38
3946,160
3946,604
3946,602
3946,600
3946,3023
3946,8623
3946,3019
3946,100
3946,120
3949,6947
3949,127
3951,4824
3951,90
3955,5487
3956,8688
3956,100
3956,8735
3957,345
3958,2079
3959,6947
3961,220
3961,5995
3961,7903
3961,4742
3961,151
3961,8656
3961,6428
3962,100
3962,7756
3962,8693
3962,8624
3962,205
3962,8688
3963,305
3963,6136
3963,56
3963,123
3966,1
3966,6146
3966,36
3966,6947
3966,205
3966,90
3966,2827
3967,6948
3967,94
3967,247
3967,3188
3967,205
3967,7756
3967,7765
3967,8766
3968,3941
3968,6947
3969,8726
3969,8688
3969,18
3969,8693
3969,974
3969,36
3970,8639
3970,4008
3970,3974
3970,127
3970,13
3970,112
3970,8649
3973,4008
3973,101
3973,64
3973,149
3973,10
3973,1225
3973,13
3973,4029
3974,3996
3974,3997
3974,3998
3974,4005
3974,3999
3974,4006
3974,1810
3976,3996
3976,101
3976,134
3976,4005
3976,13
3977,13
3977,42
3977,32
3977,101
3977,64
3977,10
3977,15
3977,8653
3977,8672
3977,8710
3977,6179
3977,8688
3977,8690
3977,8750
3977,3996
3978,1262
3978,42
3978,1256
3978,68
3978,4008
3978,10
3978,4979
3978,134
3980,13
3980,42
3980,32
3980,101
3980,64
3980,10
3980,15
3980,8653
3980,8672
3980,8710
3980,6179
3980,8688
3980,8690
3980,8750
3980,3996
3981,10
3981,3996
3982,3996
3982,1652
3982,8710
3982,101
3982,10
3984,101
3984,10
3984,13
3985,101
3985,10
3985,818
3986,101
3986,71
3987,101
3987,134
3988,101
3988,4824
3989,13
3989,101
3992,3996
3993,101
3994,4979
3994,149
3995,4979
3995,149
3996,3997
3996,3999
3996,4009
3996,4007
3996,101
3996,4033
3996,4003
3996,4036
3996,4037
3996,4035
3997,3996
3997,3998
3997,3999
3997,4007
3997,4017
3997,4005
3998,3997
3998,3999
3998,4010
4000,101
4000,3997
4000,3999
4000,3974
4000,4001
4000,4003
4000,4007
4000,4009
4000,4010
4000,4011
4000,5504
4000,4979
4000,5909
4000,4033
4000,4035
4000,4036
4000,4037
4001,10
4001,9145
4002,4010
4003,3996
4003,3997
4003,3998
4003,4005
4003,3999
4010,3996
4010,3997
4010,3998
4010,3999
4010,4003
4011,3996
4011,3997
4011,3998
4011,4005
4011,3999
4013,869
4014,4035
4015,306
4016,3991
4020,4003
4027,8654
4027,6179
4027,8675
4027,8682
4027,8710
4027,8757
4027,8672
4027,8707
4027,9579
4027,9578
4031,8629
4031,8707
4033,3996
4033,4042
4033,4043
4033,4044
4035,3996
4035,4008
4036,3996
4036,4006
4036,4040
4036,7896
4036,4042
4037,3996
4037,3999
4037,3997
4037,4005
4037,4002
4037,4027
4039,1808
4039,8098
4039,1807
4039,1984
4041,2476
4041,2218
4041,1084
4042,101
4042,4036
4042,4037
4042,4007
4045,7896
4048,2079
4048,102
4050,102
4051,2079
4051,8097
4051,298
4053,9028
4054,102
4057,102
4059,2400
4059,102
4063,3175
4063,102
4064,6428
4064,102
4066,2079
4066,102
4069,9037
4069,102
4070,102
4074,102
4075,102
4077,7437
4077,70
4077,340
4077,102
4078,116
4078,102
4081,102
4081,4968
4081,1812
4081,1985
4081,1811
4081,1619
4081,1807
4082,102
4083,3175
4083,102
4096,103
4096,2218
4097,103
4098,103
4099,1812
4099,1813
4099,8646
4099,1807
4099,103
4100,103
4103,103
4104,103
4105,103
4106,71
4106,1618
4108,8735
4108,6131
4108,3409
4108,103
4108,224
4109,103
4109,6885
4109,5856
4111,71
4111,1618
4112,4119
4112,611
4112,3031
4112,2969
4112,43
4113,8717
4113,8688
4113,1080
4113,32
4113,10
4113,71
4113,3023
4113,8720
4113,220
4113,103
4114,103
4114,6131
4114,3086
4115,34
4115,112
4115,8672
4115,1807
4115,6428
4115,103
4117,103
4118,43
4118,103
4118,28
4118,115
4118,2079
4119,4112
4119,597
4119,6145
4119,103
4119,3031
4120,103
4121,103
4121,605
4121,9
4121,70
4121,7899
4122,103
4123,4110
4123,103
4124,103
4125,103
4126,605
4126,103
4127,103
4128,42
4128,103
4129,103
4129,1813
4130,103
4132,103
4133,1810
4133,1807
4133,5785
4133,2409
4133,1813
4133,603
4133,103
4134,6885
4134,1810
4134,1807
4134,1811
4134,103
4135,103
4136,103
4136,3940
4138,70
4138,340
4138,9
4143,104
4145,3478
4147,1080
4147,71
4147,145
4147,299
4147,104
4147,359
4147,70
4147,600
4147,4165
4148,9144
4148,8653
4148,1080
4148,309
4148,7903
4148,2537
4148,8666
4148,18
4148,7906
4148,370
4148,8718
4151,1080
4151,3020
4151,71
4151,145
4151,299
4151,104
4151,359
4151,70
4151,600
4151,4165
