instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,total
7745,2011-11-24,4,0,11,7,1,4,0,1,0.26,40
7746,2011-11-24,4,0,11,8,1,4,0,1,0.3,46
7747,2011-11-24,4,0,11,9,1,4,0,1,0.34,81
7748,2011-11-24,4,0,11,10,1,4,0,1,0.36,98
7749,2011-11-24,4,0,11,11,1,4,0,1,0.42,142
7750,2011-11-24,4,0,11,12,1,4,0,1,0.46,150
7751,2011-11-24,4,0,11,13,1,4,0,1,0.48,175
7752,2011-11-24,4,0,11,14,1,4,0,1,0.5,168
7753,2011-11-24,4,0,11,15,1,4,0,1,0.5,149
7754,2011-11-24,4,0,11,16,1,4,0,1,0.5,114
7755,2011-11-24,4,0,11,17,1,4,0,1,0.48,74
7756,2011-11-24,4,0,11,18,1,4,0,1,0.42,37
7757,2011-11-24,4,0,11,19,1,4,0,1,0.4,28
7758,2011-11-24,4,0,11,20,1,4,0,1,0.36,31
7759,2011-11-24,4,0,11,21,1,4,0,1,0.36,26
7760,2011-11-24,4,0,11,22,1,4,0,1,0.36,22
7761,2011-11-24,4,0,11,23,1,4,0,1,0.34,21
7762,2011-11-25,4,0,11,0,0,5,1,1,0.34,29
7763,2011-11-25,4,0,11,1,0,5,1,1,0.34,14
7764,2011-11-25,4,0,11,2,0,5,1,1,0.28,10
7765,2011-11-25,4,0,11,3,0,5,1,1,0.28,2
7766,2011-11-25,4,0,11,4,0,5,1,1,0.3,7
7767,2011-11-25,4,0,11,5,0,5,1,1,0.28,5
7768,2011-11-25,4,0,11,6,0,5,1,1,0.26,13
7769,2011-11-25,4,0,11,7,0,5,1,1,0.26,35
7770,2011-11-25,4,0,11,8,0,5,1,1,0.26,74
7771,2011-11-25,4,0,11,9,0,5,1,1,0.32,95
7772,2011-11-25,4,0,11,10,0,5,1,1,0.36,142
7773,2011-11-25,4,0,11,11,0,5,1,1,0.4,226
7774,2011-11-25,4,0,11,12,0,5,1,1,0.46,272
7775,2011-11-25,4,0,11,13,0,5,1,1,0.5,283
7776,2011-11-25,4,0,11,14,0,5,1,1,0.52,272
7777,2011-11-25,4,0,11,15,0,5,1,1,0.52,310
7778,2011-11-25,4,0,11,16,0,5,1,1,0.5,261
7779,2011-11-25,4,0,11,17,0,5,1,1,0.5,184
7780,2011-11-25,4,0,11,18,0,5,1,1,0.46,153
7781,2011-11-25,4,0,11,19,0,5,1,1,0.42,134
7782,2011-11-25,4,0,11,20,0,5,1,1,0.4,95
7783,2011-11-25,4,0,11,21,0,5,1,1,0.36,85
7784,2011-11-25,4,0,11,22,0,5,1,1,0.34,58
7785,2011-11-25,4,0,11,23,0,5,1,1,0.34,33
7786,2011-11-26,4,0,11,0,0,6,0,1,0.34,47
7787,2011-11-26,4,0,11,1,0,6,0,1,0.32,29
7788,2011-11-26,4,0,11,2,0,6,0,1,0.3,23
7789,2011-11-26,4,0,11,3,0,6,0,1,0.3,17
7790,2011-11-26,4,0,11,4,0,6,0,1,0.3,4
7791,2011-11-26,4,0,11,5,0,6,0,1,0.3,3
7792,2011-11-26,4,0,11,6,0,6,0,2,0.3,10
7793,2011-11-26,4,0,11,7,0,6,0,1,0.26,17
7794,2011-11-26,4,0,11,8,0,6,0,1,0.32,60
7795,2011-11-26,4,0,11,9,0,6,0,1,0.34,83
7796,2011-11-26,4,0,11,10,0,6,0,1,0.36,141
7797,2011-11-26,4,0,11,11,0,6,0,1,0.4,230
7798,2011-11-26,4,0,11,12,0,6,0,1,0.44,309
7799,2011-11-26,4,0,11,13,0,6,0,1,0.48,325
7800,2011-11-26,4,0,11,14,0,6,0,2,0.48,299
7801,2011-11-26,4,0,11,15,0,6,0,2,0.5,314
7802,2011-11-26,4,0,11,16,0,6,0,2,0.46,275
7803,2011-11-26,4,0,11,17,0,6,0,2,0.46,184
7804,2011-11-26,4,0,11,18,0,6,0,2,0.42,185
7805,2011-11-26,4,0,11,19,0,6,0,2,0.4,146
7806,2011-11-26,4,0,11,20,0,6,0,2,0.42,141
7807,2011-11-26,4,0,11,21,0,6,0,2,0.38,92
7808,2011-11-26,4,0,11,22,0,6,0,2,0.38,65
7809,2011-11-26,4,0,11,23,0,6,0,1,0.36,69
7810,2011-11-27,4,0,11,0,0,0,0,1,0.36,46
7811,2011-11-27,4,0,11,1,0,0,0,1,0.36,44
7812,2011-11-27,4,0,11,2,0,0,0,1,0.34,31
7813,2011-11-27,4,0,11,3,0,0,0,1,0.34,17
7814,2011-11-27,4,0,11,4,0,0,0,1,0.34,4
7815,2011-11-27,4,0,11,5,0,0,0,1,0.36,5
7816,2011-11-27,4,0,11,6,0,0,0,1,0.38,9
7817,2011-11-27,4,0,11,7,0,0,0,1,0.38,23
7818,2011-11-27,4,0,11,8,0,0,0,1,0.4,42
7819,2011-11-27,4,0,11,9,0,0,0,1,0.46,111
7820,2011-11-27,4,0,11,10,0,0,0,1,0.46,189
7821,2011-11-27,4,0,11,11,0,0,0,1,0.5,240
7822,2011-11-27,4,0,11,12,0,0,0,1,0.54,256
7823,2011-11-27,4,0,11,13,0,0,0,1,0.54,313
7824,2011-11-27,4,0,11,14,0,0,0,1,0.62,313
7825,2011-11-27,4,0,11,15,0,0,0,1,0.62,317
7826,2011-11-27,4,0,11,16,0,0,0,1,0.56,323
7827,2011-11-27,4,0,11,17,0,0,0,1,0.54,204
7828,2011-11-27,4,0,11,18,0,0,0,1,0.5,155
7829,2011-11-27,4,0,11,19,0,0,0,1,0.48,139
7830,2011-11-27,4,0,11,20,0,0,0,1,0.5,104
7831,2011-11-27,4,0,11,21,0,0,0,1,0.48,88
7832,2011-11-27,4,0,11,22,0,0,0,1,0.48,66
7833,2011-11-27,4,0,11,23,0,0,0,1,0.48,32
7834,2011-11-28,4,0,11,0,0,1,1,1,0.46,16
7835,2011-11-28,4,0,11,1,0,1,1,1,0.46,13
7836,2011-11-28,4,0,11,3,0,1,1,1,0.44,5
7837,2011-11-28,4,0,11,4,0,1,1,1,0.44,4
7838,2011-11-28,4,0,11,5,0,1,1,1,0.4,34
7839,2011-11-28,4,0,11,6,0,1,1,1,0.42,104
7840,2011-11-28,4,0,11,7,0,1,1,1,0.42,277
7841,2011-11-28,4,0,11,8,0,1,1,2,0.42,407
7842,2011-11-28,4,0,11,9,0,1,1,2,0.44,208
7843,2011-11-28,4,0,11,10,0,1,1,2,0.48,107
7844,2011-11-28,4,0,11,11,0,1,1,2,0.52,118
7845,2011-11-28,4,0,11,12,0,1,1,1,0.56,178
7846,2011-11-28,4,0,11,13,0,1,1,2,0.58,162
7847,2011-11-28,4,0,11,14,0,1,1,1,0.6,143
7848,2011-11-28,4,0,11,15,0,1,1,1,0.58,150
7849,2011-11-28,4,0,11,16,0,1,1,1,0.56,264
7850,2011-11-28,4,0,11,17,0,1,1,1,0.58,468
7851,2011-11-28,4,0,11,18,0,1,1,1,0.56,416
7852,2011-11-28,4,0,11,19,0,1,1,1,0.54,264
7853,2011-11-28,4,0,11,20,0,1,1,2,0.54,218
7854,2011-11-28,4,0,11,21,0,1,1,2,0.54,156
7855,2011-11-28,4,0,11,22,0,1,1,2,0.52,109
7856,2011-11-28,4,0,11,23,0,1,1,2,0.52,46
7857,2011-11-29,4,0,11,0,0,2,1,1,0.52,22
7858,2011-11-29,4,0,11,1,0,2,1,1,0.52,17
7859,2011-11-29,4,0,11,2,0,2,1,2,0.5,5
7860,2011-11-29,4,0,11,3,0,2,1,2,0.5,2
7861,2011-11-29,4,0,11,4,0,2,1,2,0.52,6
7862,2011-11-29,4,0,11,5,0,2,1,1,0.5,22
7863,2011-11-29,4,0,11,6,0,2,1,1,0.52,89
7864,2011-11-29,4,0,11,7,0,2,1,1,0.52,342
7865,2011-11-29,4,0,11,8,0,2,1,1,0.54,449
7866,2011-11-29,4,0,11,9,0,2,1,3,0.56,202
7867,2011-11-29,4,0,11,10,0,2,1,3,0.56,36
7868,2011-11-29,4,0,11,11,0,2,1,3,0.5,11
7869,2011-11-29,4,0,11,12,0,2,1,3,0.42,18
7870,2011-11-29,4,0,11,13,0,2,1,3,0.42,22
7871,2011-11-29,4,0,11,14,0,2,1,3,0.4,36
7872,2011-11-29,4,0,11,15,0,2,1,3,0.4,65
7873,2011-11-29,4,0,11,16,0,2,1,3,0.4,151
7874,2011-11-29,4,0,11,17,0,2,1,2,0.4,354
7875,2011-11-29,4,0,11,18,0,2,1,2,0.4,358
7876,2011-11-29,4,0,11,19,0,2,1,2,0.4,250
7877,2011-11-29,4,0,11,20,0,2,1,2,0.38,184
7878,2011-11-29,4,0,11,21,0,2,1,2,0.38,125
7879,2011-11-29,4,0,11,22,0,2,1,1,0.38,95
7880,2011-11-29,4,0,11,23,0,2,1,1,0.36,53
7881,2011-11-30,4,0,11,0,0,3,1,1,0.36,24
7882,2011-11-30,4,0,11,1,0,3,1,1,0.34,8
7883,2011-11-30,4,0,11,2,0,3,1,1,0.32,5
7884,2011-11-30,4,0,11,3,0,3,1,1,0.32,1
7885,2011-11-30,4,0,11,4,0,3,1,1,0.3,5
7886,2011-11-30,4,0,11,5,0,3,1,1,0.28,22
7887,2011-11-30,4,0,11,6,0,3,1,1,0.26,103
7888,2011-11-30,4,0,11,7,0,3,1,1,0.26,285
7889,2011-11-30,4,0,11,8,0,3,1,1,0.28,478
7890,2011-11-30,4,0,11,9,0,3,1,1,0.3,193
7891,2011-11-30,4,0,11,10,0,3,1,1,0.34,110
7892,2011-11-30,4,0,11,11,0,3,1,1,0.38,122
7893,2011-11-30,4,0,11,12,0,3,1,2,0.36,160
7894,2011-11-30,4,0,11,13,0,3,1,2,0.38,147
7895,2011-11-30,4,0,11,14,0,3,1,2,0.38,112
7896,2011-11-30,4,0,11,15,0,3,1,1,0.36,115
7897,2011-11-30,4,0,11,16,0,3,1,1,0.36,226
7898,2011-11-30,4,0,11,17,0,3,1,2,0.34,380
7899,2011-11-30,4,0,11,18,0,3,1,1,0.34,376
7900,2011-11-30,4,0,11,19,0,3,1,2,0.32,279
7901,2011-11-30,4,0,11,20,0,3,1,2,0.32,190
7902,2011-11-30,4,0,11,21,0,3,1,1,0.32,135
7903,2011-11-30,4,0,11,22,0,3,1,1,0.3,87
7904,2011-11-30,4,0,11,23,0,3,1,1,0.28,50
7905,2011-12-01,4,0,12,0,0,4,1,1,0.28,20
7906,2011-12-01,4,0,12,1,0,4,1,1,0.26,10
7907,2011-12-01,4,0,12,2,0,4,1,1,0.26,9
7908,2011-12-01,4,0,12,3,0,4,1,1,0.26,7
7909,2011-12-01,4,0,12,4,0,4,1,1,0.26,1
7910,2011-12-01,4,0,12,5,0,4,1,1,0.26,24
7911,2011-12-01,4,0,12,6,0,4,1,1,0.24,97
7912,2011-12-01,4,0,12,7,0,4,1,1,0.24,276
7913,2011-12-01,4,0,12,8,0,4,1,1,0.26,477
7914,2011-12-01,4,0,12,9,0,4,1,1,0.3,224
7915,2011-12-01,4,0,12,10,0,4,1,1,0.32,93
7916,2011-12-01,4,0,12,11,0,4,1,1,0.34,102
7917,2011-12-01,4,0,12,12,0,4,1,1,0.36,148
7918,2011-12-01,4,0,12,13,0,4,1,1,0.4,154
7919,2011-12-01,4,0,12,14,0,4,1,1,0.4,150
7920,2011-12-01,4,0,12,15,0,4,1,1,0.4,154
7921,2011-12-01,4,0,12,16,0,4,1,1,0.4,201
7922,2011-12-01,4,0,12,17,0,4,1,1,0.36,418
7923,2011-12-01,4,0,12,18,0,4,1,1,0.36,405
7924,2011-12-01,4,0,12,19,0,4,1,1,0.34,228
7925,2011-12-01,4,0,12,20,0,4,1,1,0.34,190
7926,2011-12-01,4,0,12,21,0,4,1,1,0.3,162
7927,2011-12-01,4,0,12,22,0,4,1,1,0.3,104
7928,2011-12-01,4,0,12,23,0,4,1,1,0.26,73
7929,2011-12-02,4,0,12,0,0,5,1,1,0.26,38
7930,2011-12-02,4,0,12,1,0,5,1,1,0.24,15
7931,2011-12-02,4,0,12,2,0,5,1,1,0.24,10
7932,2011-12-02,4,0,12,3,0,5,1,1,0.22,1
7933,2011-12-02,4,0,12,4,0,5,1,1,0.22,3
7934,2011-12-02,4,0,12,5,0,5,1,1,0.22,23
7935,2011-12-02,4,0,12,6,0,5,1,1,0.22,87
7936,2011-12-02,4,0,12,7,0,5,1,1,0.22,205
7937,2011-12-02,4,0,12,8,0,5,1,1,0.24,445
7938,2011-12-02,4,0,12,9,0,5,1,1,0.28,246
7939,2011-12-02,4,0,12,10,0,5,1,1,0.3,105
7940,2011-12-02,4,0,12,11,0,5,1,1,0.34,160
7941,2011-12-02,4,0,12,12,0,5,1,1,0.36,204
7942,2011-12-02,4,0,12,13,0,5,1,1,0.4,207
7943,2011-12-02,4,0,12,14,0,5,1,1,0.42,170
7944,2011-12-02,4,0,12,15,0,5,1,1,0.42,199
7945,2011-12-02,4,0,12,16,0,5,1,1,0.42,276
7946,2011-12-02,4,0,12,17,0,5,1,1,0.42,411
7947,2011-12-02,4,0,12,18,0,5,1,1,0.4,372
7948,2011-12-02,4,0,12,19,0,5,1,1,0.34,265
7949,2011-12-02,4,0,12,20,0,5,1,1,0.38,190
7950,2011-12-02,4,0,12,21,0,5,1,1,0.34,111
7951,2011-12-02,4,0,12,22,0,5,1,1,0.32,102
7952,2011-12-02,4,0,12,23,0,5,1,1,0.32,95
7953,2011-12-03,4,0,12,0,0,6,0,1,0.3,75
7954,2011-12-03,4,0,12,1,0,6,0,1,0.26,71
7955,2011-12-03,4,0,12,2,0,6,0,1,0.26,50
7956,2011-12-03,4,0,12,3,0,6,0,1,0.24,9
7957,2011-12-03,4,0,12,4,0,6,0,1,0.22,8
7958,2011-12-03,4,0,12,5,0,6,0,1,0.24,6
7959,2011-12-03,4,0,12,6,0,6,0,1,0.24,11
7960,2011-12-03,4,0,12,7,0,6,0,1,0.22,26
7961,2011-12-03,4,0,12,8,0,6,0,1,0.24,63
7962,2011-12-03,4,0,12,9,0,6,0,1,0.26,124
7963,2011-12-03,4,0,12,10,0,6,0,1,0.32,195
7964,2011-12-03,4,0,12,11,0,6,0,1,0.32,275
7965,2011-12-03,4,0,12,12,0,6,0,1,0.36,358
7966,2011-12-03,4,0,12,13,0,6,0,1,0.36,292
7967,2011-12-03,4,0,12,14,0,6,0,1,0.36,343
7968,2011-12-03,4,0,12,15,0,6,0,1,0.38,337
7969,2011-12-03,4,0,12,16,0,6,0,1,0.38,305
7970,2011-12-03,4,0,12,17,0,6,0,1,0.36,232
7971,2011-12-03,4,0,12,18,0,6,0,1,0.34,224
7972,2011-12-03,4,0,12,19,0,6,0,1,0.3,175
7973,2011-12-03,4,0,12,20,0,6,0,1,0.3,127
7974,2011-12-03,4,0,12,21,0,6,0,2,0.3,109
7975,2011-12-03,4,0,12,22,0,6,0,2,0.32,114
7976,2011-12-03,4,0,12,23,0,6,0,1,0.3,85
7977,2011-12-04,4,0,12,0,0,0,0,1,0.3,83
7978,2011-12-04,4,0,12,1,0,0,0,1,0.3,74
7979,2011-12-04,4,0,12,2,0,0,0,1,0.26,62
7980,2011-12-04,4,0,12,3,0,0,0,1,0.28,41
7981,2011-12-04,4,0,12,4,0,0,0,1,0.26,11
7982,2011-12-04,4,0,12,5,0,0,0,1,0.26,4
7983,2011-12-04,4,0,12,6,0,0,0,1,0.24,4
7984,2011-12-04,4,0,12,7,0,0,0,1,0.26,26
7985,2011-12-04,4,0,12,8,0,0,0,1,0.26,55
7986,2011-12-04,4,0,12,9,0,0,0,1,0.3,126
7987,2011-12-04,4,0,12,10,0,0,0,1,0.32,216
7988,2011-12-04,4,0,12,11,0,0,0,1,0.34,254
7989,2011-12-04,4,0,12,12,0,0,0,1,0.36,329
7990,2011-12-04,4,0,12,13,0,0,0,1,0.4,357
7991,2011-12-04,4,0,12,14,0,0,0,1,0.42,323
7992,2011-12-04,4,0,12,15,0,0,0,1,0.42,296
7993,2011-12-04,4,0,12,16,0,0,0,1,0.42,330
7994,2011-12-04,4,0,12,17,0,0,0,1,0.38,245
7995,2011-12-04,4,0,12,18,0,0,0,1,0.38,171
7996,2011-12-04,4,0,12,19,0,0,0,1,0.38,173
7997,2011-12-04,4,0,12,20,0,0,0,1,0.36,124
7998,2011-12-04,4,0,12,21,0,0,0,1,0.36,72
7999,2011-12-04,4,0,12,22,0,0,0,1,0.34,64
8000,2011-12-04,4,0,12,23,0,0,0,1,0.34,45
8001,2011-12-05,4,0,12,0,0,1,1,1,0.32,24
8002,2011-12-05,4,0,12,1,0,1,1,1,0.32,12
8003,2011-12-05,4,0,12,2,0,1,1,1,0.32,8
8004,2011-12-05,4,0,12,3,0,1,1,1,0.32,2
8005,2011-12-05,4,0,12,4,0,1,1,1,0.3,7
8006,2011-12-05,4,0,12,5,0,1,1,1,0.3,25
8007,2011-12-05,4,0,12,6,0,1,1,1,0.3,90
8008,2011-12-05,4,0,12,7,0,1,1,1,0.32,283
8009,2011-12-05,4,0,12,8,0,1,1,1,0.32,404
8010,2011-12-05,4,0,12,9,0,1,1,2,0.36,190
8011,2011-12-05,4,0,12,10,0,1,1,2,0.36,87
8012,2011-12-05,4,0,12,11,0,1,1,2,0.36,123
8013,2011-12-05,4,0,12,12,0,1,1,2,0.4,154
8014,2011-12-05,4,0,12,13,0,1,1,2,0.42,171
8015,2011-12-05,4,0,12,14,0,1,1,2,0.46,133
8016,2011-12-05,4,0,12,15,0,1,1,2,0.46,148
8017,2011-12-05,4,0,12,16,0,1,1,1,0.5,248
8018,2011-12-05,4,0,12,17,0,1,1,1,0.42,446
8019,2011-12-05,4,0,12,18,0,1,1,1,0.44,399
8020,2011-12-05,4,0,12,19,0,1,1,2,0.46,308
8021,2011-12-05,4,0,12,20,0,1,1,2,0.46,205
8022,2011-12-05,4,0,12,21,0,1,1,2,0.44,176
8023,2011-12-05,4,0,12,22,0,1,1,2,0.44,106
8024,2011-12-05,4,0,12,23,0,1,1,2,0.46,62
8025,2011-12-06,4,0,12,0,0,2,1,2,0.5,28
8026,2011-12-06,4,0,12,1,0,2,1,2,0.46,16
8027,2011-12-06,4,0,12,2,0,2,1,2,0.46,3
8028,2011-12-06,4,0,12,3,0,2,1,2,0.46,3
8029,2011-12-06,4,0,12,4,0,2,1,3,0.46,7
8030,2011-12-06,4,0,12,5,0,2,1,3,0.46,20
8031,2011-12-06,4,0,12,6,0,2,1,2,0.44,86
8032,2011-12-06,4,0,12,7,0,2,1,2,0.46,234
8033,2011-12-06,4,0,12,8,0,2,1,2,0.46,414
8034,2011-12-06,4,0,12,9,0,2,1,2,0.46,204
8035,2011-12-06,4,0,12,10,0,2,1,3,0.46,50
8036,2011-12-06,4,0,12,11,0,2,1,3,0.46,32
8037,2011-12-06,4,0,12,12,0,2,1,3,0.46,55
8038,2011-12-06,4,0,12,13,0,2,1,3,0.46,71
8039,2011-12-06,4,0,12,14,0,2,1,3,0.48,75
8040,2011-12-06,4,0,12,15,0,2,1,3,0.5,45
8041,2011-12-06,4,0,12,16,0,2,1,3,0.46,88
8042,2011-12-06,4,0,12,17,0,2,1,2,0.46,262
8043,2011-12-06,4,0,12,18,0,2,1,2,0.46,304
8044,2011-12-06,4,0,12,19,0,2,1,3,0.46,233
8045,2011-12-06,4,0,12,20,0,2,1,3,0.46,110
8046,2011-12-06,4,0,12,21,0,2,1,2,0.44,114
8047,2011-12-06,4,0,12,22,0,2,1,3,0.46,87
8048,2011-12-06,4,0,12,23,0,2,1,3,0.46,53
8049,2011-12-07,4,0,12,0,0,3,1,1,0.44,33
8050,2011-12-07,4,0,12,1,0,3,1,2,0.46,13
8051,2011-12-07,4,0,12,2,0,3,1,3,0.46,6
8052,2011-12-07,4,0,12,3,0,3,1,3,0.46,3
8053,2011-12-07,4,0,12,4,0,3,1,3,0.46,1
8054,2011-12-07,4,0,12,5,0,3,1,3,0.46,3
8055,2011-12-07,4,0,12,6,0,3,1,3,0.48,18
8056,2011-12-07,4,0,12,7,0,3,1,3,0.44,46
8057,2011-12-07,4,0,12,8,0,3,1,3,0.44,86
8058,2011-12-07,4,0,12,9,0,3,1,3,0.44,64
8059,2011-12-07,4,0,12,10,0,3,1,3,0.44,33
8060,2011-12-07,4,0,12,11,0,3,1,3,0.44,50
8061,2011-12-07,4,0,12,12,0,3,1,3,0.44,33
8062,2011-12-07,4,0,12,13,0,3,1,3,0.44,33
8063,2011-12-07,4,0,12,14,0,3,1,3,0.44,25
8064,2011-12-07,4,0,12,15,0,3,1,3,0.42,30
8065,2011-12-07,4,0,12,16,0,3,1,3,0.42,31
8066,2011-12-07,4,0,12,17,0,3,1,3,0.4,52
8067,2011-12-07,4,0,12,18,0,3,1,3,0.4,51
8068,2011-12-07,4,0,12,19,0,3,1,3,0.34,33
8069,2011-12-07,4,0,12,20,0,3,1,3,0.34,26
8070,2011-12-07,4,0,12,21,0,3,1,3,0.3,6
8071,2011-12-07,4,0,12,22,0,3,1,3,0.24,13
8072,2011-12-07,4,0,12,23,0,3,1,1,0.24,16
8073,2011-12-08,4,0,12,0,0,4,1,2,0.26,21
8074,2011-12-08,4,0,12,1,0,4,1,1,0.26,7
8075,2011-12-08,4,0,12,2,0,4,1,1,0.28,4
8076,2011-12-08,4,0,12,3,0,4,1,1,0.26,1
8077,2011-12-08,4,0,12,4,0,4,1,2,0.24,2
8078,2011-12-08,4,0,12,5,0,4,1,1,0.22,12
8079,2011-12-08,4,0,12,6,0,4,1,1,0.22,71
8080,2011-12-08,4,0,12,7,0,4,1,1,0.22,244
8081,2011-12-08,4,0,12,8,0,4,1,1,0.22,429
8082,2011-12-08,4,0,12,9,0,4,1,1,0.24,225
8083,2011-12-08,4,0,12,10,0,4,1,1,0.26,110
8084,2011-12-08,4,0,12,11,0,4,1,1,0.28,106
8085,2011-12-08,4,0,12,12,0,4,1,1,0.28,156
8086,2011-12-08,4,0,12,13,0,4,1,1,0.3,124
8087,2011-12-08,4,0,12,14,0,4,1,1,0.32,137
8088,2011-12-08,4,0,12,15,0,4,1,1,0.32,117
8089,2011-12-08,4,0,12,16,0,4,1,1,0.32,208
8090,2011-12-08,4,0,12,17,0,4,1,1,0.3,331
8091,2011-12-08,4,0,12,18,0,4,1,1,0.28,318
8092,2011-12-08,4,0,12,19,0,4,1,1,0.26,232
8093,2011-12-08,4,0,12,20,0,4,1,1,0.26,175
8094,2011-12-08,4,0,12,21,0,4,1,1,0.28,139
8095,2011-12-08,4,0,12,22,0,4,1,1,0.26,92
8096,2011-12-08,4,0,12,23,0,4,1,1,0.24,61
8097,2011-12-09,4,0,12,0,0,5,1,1,0.24,34
8098,2011-12-09,4,0,12,1,0,5,1,1,0.24,14
8099,2011-12-09,4,0,12,2,0,5,1,1,0.24,12
8100,2011-12-09,4,0,12,3,0,5,1,1,0.22,6
8101,2011-12-09,4,0,12,4,0,5,1,1,0.22,2
8102,2011-12-09,4,0,12,5,0,5,1,1,0.22,20
8103,2011-12-09,4,0,12,6,0,5,1,1,0.22,63
8104,2011-12-09,4,0,12,7,0,5,1,1,0.22,199
8105,2011-12-09,4,0,12,8,0,5,1,1,0.24,385
8106,2011-12-09,4,0,12,9,0,5,1,1,0.26,264
8107,2011-12-09,4,0,12,10,0,5,1,2,0.3,126
8108,2011-12-09,4,0,12,11,0,5,1,1,0.32,136
8109,2011-12-09,4,0,12,12,0,5,1,1,0.36,173
8110,2011-12-09,4,0,12,13,0,5,1,1,0.38,168
8111,2011-12-09,4,0,12,14,0,5,1,1,0.38,187
8112,2011-12-09,4,0,12,15,0,5,1,1,0.38,189
8113,2011-12-09,4,0,12,16,0,5,1,1,0.36,250
8114,2011-12-09,4,0,12,17,0,5,1,1,0.34,362
8115,2011-12-09,4,0,12,18,0,5,1,1,0.34,318
8116,2011-12-09,4,0,12,19,0,5,1,1,0.34,199
8117,2011-12-09,4,0,12,20,0,5,1,1,0.3,150
8118,2011-12-09,4,0,12,21,0,5,1,1,0.3,140
8119,2011-12-09,4,0,12,22,0,5,1,1,0.28,129
8120,2011-12-09,4,0,12,23,0,5,1,1,0.28,94
8121,2011-12-10,4,0,12,0,0,6,0,2,0.26,77
8122,2011-12-10,4,0,12,1,0,6,0,2,0.26,66
8123,2011-12-10,4,0,12,2,0,6,0,2,0.28,60
8124,2011-12-10,4,0,12,3,0,6,0,2,0.28,25
8125,2011-12-10,4,0,12,4,0,6,0,2,0.26,3
8126,2011-12-10,4,0,12,5,0,6,0,1,0.26,6
8127,2011-12-10,4,0,12,6,0,6,0,1,0.24,11
8128,2011-12-10,4,0,12,7,0,6,0,1,0.24,11
8129,2011-12-10,4,0,12,8,0,6,0,1,0.26,73
8130,2011-12-10,4,0,12,9,0,6,0,1,0.28,149
8131,2011-12-10,4,0,12,10,0,6,0,1,0.32,192
8132,2011-12-10,4,0,12,11,0,6,0,1,0.32,236
8133,2011-12-10,4,0,12,12,0,6,0,1,0.32,283
8134,2011-12-10,4,0,12,13,0,6,0,1,0.34,286
8135,2011-12-10,4,0,12,14,0,6,0,1,0.34,293
8136,2011-12-10,4,0,12,15,0,6,0,1,0.34,299
8137,2011-12-10,4,0,12,16,0,6,0,1,0.32,241
8138,2011-12-10,4,0,12,17,0,6,0,1,0.28,185
8139,2011-12-10,4,0,12,18,0,6,0,1,0.26,172
8140,2011-12-10,4,0,12,19,0,6,0,1,0.26,154
8141,2011-12-10,4,0,12,20,0,6,0,1,0.24,124
8142,2011-12-10,4,0,12,21,0,6,0,1,0.22,83
8143,2011-12-10,4,0,12,22,0,6,0,1,0.22,95
8144,2011-12-10,4,0,12,23,0,6,0,1,0.2,66
8145,2011-12-11,4,0,12,0,0,0,0,1,0.2,74
8146,2011-12-11,4,0,12,1,0,0,0,1,0.16,62
8147,2011-12-11,4,0,12,2,0,0,0,1,0.18,52
8148,2011-12-11,4,0,12,3,0,0,0,1,0.16,19
8149,2011-12-11,4,0,12,4,0,0,0,1,0.16,5
8150,2011-12-11,4,0,12,5,0,0,0,1,0.18,6
8151,2011-12-11,4,0,12,6,0,0,0,1,0.16,10
8152,2011-12-11,4,0,12,7,0,0,0,1,0.18,31
8153,2011-12-11,4,0,12,8,0,0,0,1,0.16,72
8154,2011-12-11,4,0,12,9,0,0,0,1,0.2,107
8155,2011-12-11,4,0,12,10,0,0,0,1,0.24,194
8156,2011-12-11,4,0,12,11,0,0,0,1,0.26,197
8157,2011-12-11,4,0,12,12,0,0,0,1,0.26,288
8158,2011-12-11,4,0,12,13,0,0,0,1,0.3,268
8159,2011-12-11,4,0,12,14,0,0,0,1,0.3,242
8160,2011-12-11,4,0,12,15,0,0,0,1,0.3,266
8161,2011-12-11,4,0,12,16,0,0,0,1,0.3,206
8162,2011-12-11,4,0,12,17,0,0,0,1,0.28,163
8163,2011-12-11,4,0,12,18,0,0,0,1,0.24,163
8164,2011-12-11,4,0,12,19,0,0,0,1,0.22,105
8165,2011-12-11,4,0,12,20,0,0,0,1,0.22,72
8166,2011-12-11,4,0,12,21,0,0,0,1,0.22,63
8167,2011-12-11,4,0,12,22,0,0,0,1,0.22,43
8168,2011-12-11,4,0,12,23,0,0,0,1,0.2,35
8169,2011-12-12,4,0,12,0,0,1,1,1,0.2,20
8170,2011-12-12,4,0,12,1,0,1,1,1,0.2,9
8171,2011-12-12,4,0,12,2,0,1,1,1,0.2,4
8172,2011-12-12,4,0,12,3,0,1,1,1,0.18,2
8173,2011-12-12,4,0,12,4,0,1,1,1,0.18,3
8174,2011-12-12,4,0,12,5,0,1,1,1,0.16,21
8175,2011-12-12,4,0,12,6,0,1,1,1,0.16,64
8176,2011-12-12,4,0,12,7,0,1,1,1,0.14,235
8177,2011-12-12,4,0,12,8,0,1,1,2,0.16,385
8178,2011-12-12,4,0,12,9,0,1,1,2,0.18,220
8179,2011-12-12,4,0,12,10,0,1,1,2,0.22,105
8180,2011-12-12,4,0,12,11,0,1,1,2,0.26,115
